0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1117.0344086021505,1108.05306122449,966.8175308641976,875.8842105263157,2188.0750000000003,956.768085106383,1116.6793103448276,1054.9982142857143,1384.0583333333334,787.3675000000001,804.1739130434781,1060.1302649006625,641.5477647058825,428.5905405405405,1013.0620689655173,575.3943396226416,1431.7583333333334,1281.2800000000002,1019.8699999999999,778.4871597633135
1259.0892473118279,1037.091836734694,1197.6138271604939,1111.4263157894736,1901.35,768.0382978723401,1096.0551724137931,1124.755357142857,1211.2583333333332,508.3175,525.891304347826,1022.7776821192055,478.3065882352941,285.0743243243244,1187.1413793103447,813.1433962264152,1642.4416666666666,1355.5666666666666,902.6099999999999,671.405147928994
1038.0860215053763,947.3918367346939,918.2027160493828,823.3105263157895,2237.8,946.8191489361702,991.1344827586206,997.8625,1432.9583333333335,568.4225,698.5391304347827,933.0776821192054,299.8687058823531,417.9445945945944,958.1379310344828,516.2773584905659,1394.1583333333335,1165.3066666666664,1198.1499999999999,581.54550295858
448.689247311828,339.07959183673483,732.5644444444445,601.3210526315788,2716.1499999999996,1426.5106382978724,522.951724137931,464.99821428571425,1945.2083333333335,1022.6975000000001,730.1,326.03860927152317,511.69152941176475,889.7256756756756,407.6126436781609,557.5433962264151,832.0416666666667,566.5799999999999,1436.4099999999996,297.0147337278105
922.1322580645162,934.3367346938776,647.9266666666666,558.5421052631579,2605.8,1318.204255319149,895.1379310344827,849.6767857142858,1788.3083333333332,925.3725,1007.4652173913043,867.4037748344371,454.92188235294134,605.9959459459458,780.0816091954023,246.40000000000003,1173.575,1085.1133333333332,1413.83,612.738402366864
868.4193548387095,1093.6530612244899,149.10345679012352,252.84210526315792,3074.95,1783.7723404255319,793.7965517241379,574.5089285714286,2265.758333333333,1379.7324999999998,1470.3652173913042,905.9735761589402,747.8691764705884,1095.7689189189186,495.18620689655165,485.7150943396225,951.7916666666665,1031.8533333333335,1859.3899999999999,956.3427810650887
654.3752688172042,883.3857142857142,188.24567901234565,192.84736842105258,3053.7,1761.531914893617,625.8896551724138,437.7267857142858,2241.8916666666664,1353.0075,1251.413043478261,688.0966225165562,724.8256470588235,1060.0689189189188,321.78735632183907,412.46037735849046,748.6583333333333,809.9533333333334,1750.6699999999996,773.2460946745563
378.4946236559139,304.90204081632646,724.6644444444444,592.957894736842,2836.0,1543.831914893617,389.6724137931034,281.6267857142857,2196.858333333333,1133.9575,722.2608695652175,109.64430463576146,655.3828235294118,1147.639189189189,384.85977011494253,706.3716981132077,699.9416666666666,453.04,1686.0699999999997,377.9052662721893
324.7236559139785,313.6346938775511,912.5644444444443,780.8578947368421,2833.8999999999996,1541.7319148936172,700.7448275862068,593.9375,2049.0249999999996,1131.8574999999998,729.908695652174,373.87821192052985,668.1618823529413,944.958108108108,539.4816091954024,638.0150943396227,702.0416666666666,475.78,1511.85,424.0517751479289
328.4268817204302,228.5530612244898,743.9644444444446,612.257894736842,2827.1,1534.931914893617,430.86896551724135,325.5767857142856,2124.5583333333334,1125.0575,760.5173913043478,107.10390728476807,596.6432941176471,1075.7391891891891,371.6724137931035,635.4716981132076,708.8416666666667,421.9666666666667,1619.9699999999996,342.30254437869814
