,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
0,european_climates,2,32,324,ivabc,8,0,0.9393939393939394,99.26841378211975
1,european_climates,2,32,324,ivabc,8,1,0.9696969696969697,62.63112664222717
2,european_climates,2,32,324,ivabc,8,2,0.9393939393939394,85.53124713897705
3,european_climates,2,32,324,ivabc,8,3,0.9696969696969697,136.40249395370483
4,european_climates,2,32,324,ivabc,8,4,0.9696969696969697,83.65298700332642
5,european_climates,2,32,324,ivabc,8,5,0.9393939393939394,64.54174494743347
6,european_climates,2,32,324,ivabc,8,6,0.96875,98.43440198898315
7,european_climates,2,32,324,ivabc,8,7,0.9375,77.61990427970886
8,european_climates,2,32,324,ivabc,8,8,0.9354838709677419,80.9435682296753
9,european_climates,2,32,324,ivabc,8,9,0.9032258064516129,49.40529441833496
