,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
0,dry_climates,3,32,522,ivabc,7,0,0.9811320754716981,317.9783365726471
1,dry_climates,3,32,522,ivabc,7,1,0.9622641509433962,418.5861659049988
2,dry_climates,3,32,522,ivabc,7,2,0.9433962264150944,253.08151078224182
3,dry_climates,3,32,522,ivabc,7,3,0.9245283018867925,369.67161655426025
4,dry_climates,3,32,522,ivabc,7,4,0.9245283018867925,487.70323276519775
5,dry_climates,3,32,522,ivabc,7,5,0.9423076923076923,239.84371089935303
6,dry_climates,3,32,522,ivabc,7,6,0.8846153846153846,301.4115867614746
7,dry_climates,3,32,522,ivabc,7,7,0.9807692307692307,273.7323658466339
8,dry_climates,3,32,522,ivabc,7,8,0.9411764705882353,526.8340539932251
9,dry_climates,3,32,522,ivabc,7,9,0.96,199.07804203033447
