dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
dataset1,2,4,400,XGBoost,0,5,0.95,0.08597517013549805
dataset1,2,4,400,XGBoost,0,6,1.0,0.07580709457397461
dataset1,2,4,400,XGBoost,0,7,1.0,0.08087968826293945
dataset1,2,4,400,XGBoost,0,8,0.975,0.06336164474487305
dataset1,2,4,400,XGBoost,0,9,1.0,0.05362868309020996
dataset1,2,4,400,XGBoost,1,0,0.975,0.09203720092773438
dataset1,2,4,400,XGBoost,1,1,1.0,0.06606507301330566
dataset1,2,4,400,XGBoost,1,2,1.0,0.06323075294494629
dataset1,2,4,400,XGBoost,1,3,0.975,0.0590815544128418
dataset1,2,4,400,XGBoost,1,4,1.0,0.07690763473510742
dataset1,2,4,400,XGBoost,1,5,1.0,0.06651091575622559
dataset1,2,4,400,XGBoost,1,6,1.0,0.06132197380065918
dataset1,2,4,400,XGBoost,1,7,0.975,0.07421326637268066
dataset1,2,4,400,XGBoost,1,8,1.0,0.045667409896850586
dataset1,2,4,400,XGBoost,1,9,1.0,0.1790025234222412
dataset1,2,4,400,XGBoost,2,0,1.0,0.052884817123413086
dataset1,2,4,400,XGBoost,2,1,1.0,0.058623313903808594
dataset1,2,4,400,XGBoost,2,2,0.975,0.0477292537689209
dataset1,2,4,400,XGBoost,2,3,1.0,0.09717082977294922
dataset1,2,4,400,XGBoost,2,4,1.0,0.05209851264953613
dataset1,2,4,400,XGBoost,2,5,1.0,0.054364681243896484
dataset1,2,4,400,XGBoost,2,6,0.95,0.04746890068054199
dataset1,2,4,400,XGBoost,2,7,1.0,0.20076322555541992
dataset1,2,4,400,XGBoost,2,8,1.0,0.046692609786987305
dataset1,2,4,400,XGBoost,2,9,0.975,0.051674604415893555
dataset1,2,4,400,XGBoost,3,0,1.0,0.19807076454162598
dataset1,2,4,400,XGBoost,3,1,1.0,0.04559946060180664
dataset1,2,4,400,XGBoost,3,2,1.0,0.04751324653625488
dataset1,2,4,400,XGBoost,3,3,1.0,0.06051802635192871
dataset1,2,4,400,XGBoost,3,4,1.0,0.0377354621887207
dataset1,2,4,400,XGBoost,3,5,0.975,0.059774160385131836
dataset1,2,4,400,XGBoost,3,6,1.0,0.03739762306213379
dataset1,2,4,400,XGBoost,3,7,0.975,0.03160667419433594
dataset1,2,4,400,XGBoost,3,8,0.975,0.03162574768066406
dataset1,2,4,400,XGBoost,3,9,1.0,0.03597736358642578
dataset1,2,4,400,XGBoost,4,0,0.975,0.032486915588378906
dataset1,2,4,400,XGBoost,4,1,0.975,0.05300760269165039
dataset1,2,4,400,XGBoost,4,2,0.975,0.04508042335510254
dataset1,2,4,400,XGBoost,4,3,1.0,0.030047893524169922
dataset1,2,4,400,XGBoost,4,4,0.975,0.034995317459106445
dataset1,2,4,400,XGBoost,4,5,1.0,0.03950333595275879
dataset1,2,4,400,XGBoost,4,6,1.0,0.03590202331542969
dataset1,2,4,400,XGBoost,4,7,0.975,0.05045795440673828
dataset1,2,4,400,XGBoost,4,8,1.0,0.03236865997314453
dataset1,2,4,400,XGBoost,4,9,1.0,0.034250497817993164
dataset1,2,4,400,XGBoost,5,0,0.975,0.03161358833312988
dataset1,2,4,400,XGBoost,5,1,0.975,0.03361392021179199
dataset1,2,4,400,XGBoost,5,2,1.0,0.033628225326538086
dataset1,2,4,400,XGBoost,5,3,1.0,0.04716181755065918
dataset1,2,4,400,XGBoost,5,4,1.0,0.049866676330566406
dataset1,2,4,400,XGBoost,5,5,1.0,0.04794120788574219
dataset1,2,4,400,XGBoost,5,6,1.0,0.03838610649108887
dataset1,2,4,400,XGBoost,5,7,1.0,0.03457379341125488
dataset1,2,4,400,XGBoost,5,8,1.0,0.03907489776611328
dataset1,2,4,400,XGBoost,5,9,0.95,0.034009695053100586
dataset1,2,4,400,XGBoost,6,0,0.975,0.037523746490478516
dataset1,2,4,400,XGBoost,6,1,1.0,0.039441823959350586
dataset1,2,4,400,XGBoost,6,2,1.0,0.03232574462890625
dataset1,2,4,400,XGBoost,6,3,0.975,0.032759666442871094
dataset1,2,4,400,XGBoost,6,4,1.0,0.03402829170227051
dataset1,2,4,400,XGBoost,6,5,1.0,0.039980411529541016
dataset1,2,4,400,XGBoost,6,6,1.0,0.03223013877868652
dataset1,2,4,400,XGBoost,6,7,1.0,0.03227114677429199
dataset1,2,4,400,XGBoost,6,8,0.975,0.03337717056274414
dataset1,2,4,400,XGBoost,6,9,1.0,0.03234720230102539
dataset1,2,4,400,XGBoost,7,0,1.0,0.03138470649719238
dataset1,2,4,400,XGBoost,7,1,1.0,0.03330206871032715
dataset1,2,4,400,XGBoost,7,2,1.0,0.030893325805664062
dataset1,2,4,400,XGBoost,7,3,1.0,0.035511016845703125
dataset1,2,4,400,XGBoost,7,4,0.95,0.03133106231689453
dataset1,2,4,400,XGBoost,7,5,1.0,0.0512547492980957
dataset1,2,4,400,XGBoost,7,6,1.0,0.04575705528259277
dataset1,2,4,400,XGBoost,7,7,0.975,0.06369304656982422
dataset1,2,4,400,XGBoost,7,8,1.0,0.04598283767700195
dataset1,2,4,400,XGBoost,7,9,1.0,0.10491299629211426
dataset1,2,4,400,XGBoost,8,0,1.0,0.35857176780700684
dataset1,2,4,400,XGBoost,8,1,0.975,0.035109519958496094
dataset1,2,4,400,XGBoost,8,2,1.0,0.032392024993896484
dataset1,2,4,400,XGBoost,8,3,0.975,0.030989885330200195
dataset1,2,4,400,XGBoost,8,4,1.0,0.03192877769470215
dataset1,2,4,400,XGBoost,8,5,1.0,0.03189396858215332
dataset1,2,4,400,XGBoost,8,6,1.0,0.03089118003845215
dataset1,2,4,400,XGBoost,8,7,1.0,0.033310651779174805
dataset1,2,4,400,XGBoost,8,8,1.0,0.03128385543823242
dataset1,2,4,400,XGBoost,8,9,0.975,0.03235745429992676
dataset1,2,4,400,XGBoost,9,0,1.0,0.03330039978027344
dataset1,2,4,400,XGBoost,9,1,0.975,0.031234025955200195
dataset1,2,4,400,XGBoost,9,2,1.0,0.03134942054748535
dataset1,2,4,400,XGBoost,9,3,0.975,0.03341937065124512
dataset1,2,4,400,XGBoost,9,4,0.95,0.03219771385192871
dataset1,2,4,400,XGBoost,9,5,1.0,0.033429861068725586
dataset1,2,4,400,XGBoost,9,6,0.975,0.03337883949279785
dataset1,2,4,400,XGBoost,9,7,1.0,0.03534865379333496
dataset1,2,4,400,XGBoost,9,8,1.0,0.031960487365722656
dataset1,2,4,400,XGBoost,9,9,0.975,0.030591964721679688
dataset1,2,4,400,RandomForest,0,0,1.0,0.7271544933319092
dataset1,2,4,400,RandomForest,0,1,1.0,0.31429624557495117
dataset1,2,4,400,RandomForest,0,2,0.95,0.3036186695098877
dataset1,2,4,400,RandomForest,0,3,1.0,1.0659191608428955
dataset1,2,4,400,RandomForest,0,4,1.0,0.30593085289001465
dataset1,2,4,400,RandomForest,0,5,0.975,0.2895801067352295
dataset1,2,4,400,RandomForest,0,6,1.0,0.3413240909576416
dataset1,2,4,400,RandomForest,0,7,0.975,0.42516636848449707
dataset1,2,4,400,RandomForest,0,8,0.975,0.387939453125
dataset1,2,4,400,RandomForest,0,9,1.0,0.35944247245788574
dataset1,2,4,400,RandomForest,1,0,0.975,0.3556818962097168
dataset1,2,4,400,RandomForest,1,1,1.0,0.41338419914245605
dataset1,2,4,400,RandomForest,1,2,0.975,0.34725165367126465
dataset1,2,4,400,RandomForest,1,3,0.975,0.34496307373046875
dataset1,2,4,400,RandomForest,1,4,0.975,0.4304847717285156
dataset1,2,4,400,RandomForest,1,5,1.0,0.35363292694091797
dataset1,2,4,400,RandomForest,1,6,1.0,0.35744500160217285
dataset1,2,4,400,RandomForest,1,7,0.975,0.3770914077758789
dataset1,2,4,400,RandomForest,1,8,1.0,0.3433187007904053
dataset1,2,4,400,RandomForest,1,9,1.0,0.29712939262390137
dataset1,2,4,400,RandomForest,2,0,1.0,0.28907322883605957
dataset1,2,4,400,RandomForest,2,1,1.0,0.8541831970214844
dataset1,2,4,400,RandomForest,2,2,1.0,0.35471248626708984
dataset1,2,4,400,RandomForest,2,3,0.975,0.38712549209594727
dataset1,2,4,400,RandomForest,2,4,1.0,0.3439328670501709
dataset1,2,4,400,RandomForest,2,5,1.0,0.34007835388183594
dataset1,2,4,400,RandomForest,2,6,0.95,0.4236464500427246
dataset1,2,4,400,RandomForest,2,7,1.0,0.33507680892944336
dataset1,2,4,400,RandomForest,2,8,1.0,0.34814882278442383
dataset1,2,4,400,RandomForest,2,9,0.95,0.3808016777038574
dataset1,2,4,400,RandomForest,3,0,1.0,0.3305084705352783
dataset1,2,4,400,RandomForest,3,1,1.0,0.40233373641967773
dataset1,2,4,400,RandomForest,3,2,0.975,0.3019578456878662
dataset1,2,4,400,RandomForest,3,3,1.0,0.2728908061981201
dataset1,2,4,400,RandomForest,3,4,0.975,0.4332759380340576
dataset1,2,4,400,RandomForest,3,5,0.975,0.3636617660522461
dataset1,2,4,400,RandomForest,3,6,1.0,0.39770960807800293
dataset1,2,4,400,RandomForest,3,7,0.975,0.3361051082611084
dataset1,2,4,400,RandomForest,3,8,0.95,0.34484028816223145
dataset1,2,4,400,RandomForest,3,9,1.0,0.3507835865020752
dataset1,2,4,400,RandomForest,4,0,0.975,0.2980661392211914
dataset1,2,4,400,RandomForest,4,1,1.0,0.38533735275268555
dataset1,2,4,400,RandomForest,4,2,0.975,0.4561476707458496
dataset1,2,4,400,RandomForest,4,3,1.0,0.3269040584564209
dataset1,2,4,400,RandomForest,4,4,0.975,0.6338980197906494
dataset1,2,4,400,RandomForest,4,5,0.975,0.34258294105529785
dataset1,2,4,400,RandomForest,4,6,1.0,0.3097250461578369
dataset1,2,4,400,RandomForest,4,7,0.975,0.3118455410003662
dataset1,2,4,400,RandomForest,4,8,1.0,0.32738709449768066
dataset1,2,4,400,RandomForest,4,9,1.0,0.3201277256011963
dataset1,2,4,400,RandomForest,5,0,0.975,0.31360816955566406
dataset1,2,4,400,RandomForest,5,1,0.95,0.3343849182128906
dataset1,2,4,400,RandomForest,5,2,1.0,0.41611790657043457
dataset1,2,4,400,RandomForest,5,3,1.0,0.38221049308776855
dataset1,2,4,400,RandomForest,5,4,1.0,0.3395266532897949
dataset1,2,4,400,RandomForest,5,5,1.0,0.421705961227417
dataset1,2,4,400,RandomForest,5,6,1.0,0.3338773250579834
dataset1,2,4,400,RandomForest,5,7,1.0,0.33728671073913574
dataset1,2,4,400,RandomForest,5,8,1.0,0.3318047523498535
dataset1,2,4,400,RandomForest,5,9,0.95,0.33888697624206543
dataset1,2,4,400,RandomForest,6,0,0.95,0.33631253242492676
dataset1,2,4,400,RandomForest,6,1,1.0,0.3302938938140869
dataset1,2,4,400,RandomForest,6,2,1.0,0.35041069984436035
dataset1,2,4,400,RandomForest,6,3,0.975,0.33323001861572266
dataset1,2,4,400,RandomForest,6,4,1.0,0.39362072944641113
dataset1,2,4,400,RandomForest,6,5,1.0,0.49985671043395996
dataset1,2,4,400,RandomForest,6,6,1.0,0.44696784019470215
dataset1,2,4,400,RandomForest,6,7,0.975,0.711979866027832
dataset1,2,4,400,RandomForest,6,8,0.975,0.46328139305114746
dataset1,2,4,400,RandomForest,6,9,1.0,0.42273521423339844
dataset1,2,4,400,RandomForest,7,0,0.975,0.33570241928100586
dataset1,2,4,400,RandomForest,7,1,1.0,0.30332112312316895
dataset1,2,4,400,RandomForest,7,2,0.95,0.30529284477233887
dataset1,2,4,400,RandomForest,7,3,1.0,0.42183828353881836
dataset1,2,4,400,RandomForest,7,4,0.95,0.5010323524475098
dataset1,2,4,400,RandomForest,7,5,1.0,0.36727476119995117
dataset1,2,4,400,RandomForest,7,6,1.0,0.34294772148132324
dataset1,2,4,400,RandomForest,7,7,0.975,0.43317651748657227
dataset1,2,4,400,RandomForest,7,8,1.0,0.3586139678955078
dataset1,2,4,400,RandomForest,7,9,1.0,0.3500194549560547
dataset1,2,4,400,RandomForest,8,0,1.0,0.5140743255615234
dataset1,2,4,400,RandomForest,8,1,0.975,0.45868968963623047
dataset1,2,4,400,RandomForest,8,2,1.0,0.3533506393432617
dataset1,2,4,400,RandomForest,8,3,0.95,0.3099656105041504
dataset1,2,4,400,RandomForest,8,4,1.0,0.33090925216674805
dataset1,2,4,400,RandomForest,8,5,0.975,0.6586117744445801
dataset1,2,4,400,RandomForest,8,6,1.0,0.3437659740447998
dataset1,2,4,400,RandomForest,8,7,1.0,0.3657665252685547
dataset1,2,4,400,RandomForest,8,8,1.0,0.482097864151001
dataset1,2,4,400,RandomForest,8,9,0.975,0.35336875915527344
dataset1,2,4,400,RandomForest,9,0,1.0,0.33039307594299316
dataset1,2,4,400,RandomForest,9,1,1.0,0.4689500331878662
dataset1,2,4,400,RandomForest,9,2,0.975,0.37015199661254883
dataset1,2,4,400,RandomForest,9,3,0.975,0.3420546054840088
dataset1,2,4,400,RandomForest,9,4,1.0,0.4006040096282959
dataset1,2,4,400,RandomForest,9,5,1.0,0.42711901664733887
dataset1,2,4,400,RandomForest,9,6,1.0,0.3335840702056885
dataset1,2,4,400,RandomForest,9,7,1.0,0.36699390411376953
dataset1,2,4,400,RandomForest,9,8,0.975,0.35017848014831543
dataset1,2,4,400,RandomForest,9,9,0.975,0.6739258766174316
dataset2,2,4,700,DecisionTree,0,0,0.9857142857142858,0.004029989242553711
dataset2,2,4,700,DecisionTree,0,1,0.9571428571428572,0.0040476322174072266
dataset2,2,4,700,DecisionTree,0,2,0.9714285714285714,0.004038333892822266
dataset2,2,4,700,DecisionTree,0,3,0.9571428571428572,0.011853694915771484
dataset2,2,4,700,DecisionTree,0,4,0.9714285714285714,0.008058547973632812
dataset2,2,4,700,DecisionTree,0,5,0.9571428571428572,0.005804538726806641
dataset2,2,4,700,DecisionTree,0,6,0.9714285714285714,0.0060577392578125
dataset2,2,4,700,DecisionTree,0,7,1.0,0.005804538726806641
dataset2,2,4,700,DecisionTree,0,8,0.9571428571428572,0.004039764404296875
dataset2,2,4,700,DecisionTree,0,9,0.9714285714285714,0.00605010986328125
dataset2,2,4,700,DecisionTree,1,0,0.9428571428571428,0.0040378570556640625
dataset2,2,4,700,DecisionTree,1,1,0.9571428571428572,0.0040242671966552734
dataset2,2,4,700,DecisionTree,1,2,0.9714285714285714,0.00403141975402832
dataset2,2,4,700,DecisionTree,1,3,0.9571428571428572,0.0037682056427001953
dataset2,2,4,700,DecisionTree,1,4,0.9714285714285714,0.00402522087097168
dataset2,2,4,700,DecisionTree,1,5,0.9714285714285714,0.004034280776977539
dataset2,2,4,700,DecisionTree,1,6,0.9428571428571428,0.003768444061279297
dataset2,2,4,700,DecisionTree,1,7,0.9714285714285714,0.006038665771484375
dataset2,2,4,700,DecisionTree,1,8,0.9571428571428572,0.004025936126708984
dataset2,2,4,700,DecisionTree,1,9,0.9857142857142858,0.007807731628417969
dataset2,2,4,700,DecisionTree,2,0,0.9285714285714286,0.00403141975402832
dataset2,2,4,700,DecisionTree,2,1,0.9714285714285714,0.0037658214569091797
dataset2,2,4,700,DecisionTree,2,2,0.9714285714285714,0.00402522087097168
dataset2,2,4,700,DecisionTree,2,3,0.9857142857142858,0.004020214080810547
dataset2,2,4,700,DecisionTree,2,4,0.9714285714285714,0.004019975662231445
dataset2,2,4,700,DecisionTree,2,5,0.9571428571428572,0.003771543502807617
dataset2,2,4,700,DecisionTree,2,6,0.9428571428571428,0.004022836685180664
dataset2,2,4,700,DecisionTree,2,7,0.9714285714285714,0.0
dataset2,2,4,700,DecisionTree,2,8,0.9571428571428572,0.0
dataset2,2,4,700,DecisionTree,2,9,0.9428571428571428,0.012079715728759766
dataset2,2,4,700,DecisionTree,3,0,0.9428571428571428,0.0040209293365478516
dataset2,2,4,700,DecisionTree,3,1,0.9571428571428572,0.0
dataset2,2,4,700,DecisionTree,3,2,0.9285714285714286,0.0
dataset2,2,4,700,DecisionTree,3,3,0.9857142857142858,0.011852025985717773
dataset2,2,4,700,DecisionTree,3,4,0.9714285714285714,0.004019975662231445
dataset2,2,4,700,DecisionTree,3,5,1.0,0.00401616096496582
dataset2,2,4,700,DecisionTree,3,6,0.9285714285714286,0.0046308040618896484
dataset2,2,4,700,DecisionTree,3,7,0.9714285714285714,0.018000364303588867
dataset2,2,4,700,DecisionTree,3,8,0.9428571428571428,0.003996610641479492
dataset2,2,4,700,DecisionTree,3,9,0.9428571428571428,0.003998279571533203
dataset2,2,4,700,DecisionTree,4,0,0.9428571428571428,0.008395671844482422
dataset2,2,4,700,DecisionTree,4,1,0.9714285714285714,0.0049974918365478516
dataset2,2,4,700,DecisionTree,4,2,0.9571428571428572,0.004506826400756836
dataset2,2,4,700,DecisionTree,4,3,0.9714285714285714,0.005999326705932617
dataset2,2,4,700,DecisionTree,4,4,0.9857142857142858,0.007654428482055664
dataset2,2,4,700,DecisionTree,4,5,0.9571428571428572,0.004998207092285156
dataset2,2,4,700,DecisionTree,4,6,0.9714285714285714,0.003998517990112305
dataset2,2,4,700,DecisionTree,4,7,0.9571428571428572,0.0029990673065185547
dataset2,2,4,700,DecisionTree,4,8,0.9857142857142858,0.004356861114501953
dataset2,2,4,700,DecisionTree,4,9,0.9428571428571428,0.0029973983764648438
dataset2,2,4,700,DecisionTree,5,0,0.9714285714285714,0.003997802734375
dataset2,2,4,700,DecisionTree,5,1,0.9571428571428572,0.0030014514923095703
dataset2,2,4,700,DecisionTree,5,2,0.9571428571428572,0.005729198455810547
dataset2,2,4,700,DecisionTree,5,3,0.9857142857142858,0.00402379035949707
dataset2,2,4,700,DecisionTree,5,4,0.9714285714285714,0.0040209293365478516
dataset2,2,4,700,DecisionTree,5,5,0.9428571428571428,0.0050547122955322266
dataset2,2,4,700,DecisionTree,5,6,0.9857142857142858,0.004019498825073242
dataset2,2,4,700,DecisionTree,5,7,0.9714285714285714,0.004020214080810547
dataset2,2,4,700,DecisionTree,5,8,0.9142857142857143,0.0040204524993896484
dataset2,2,4,700,DecisionTree,5,9,0.9857142857142858,0.003020048141479492
dataset2,2,4,700,DecisionTree,6,0,0.9714285714285714,0.004019021987915039
dataset2,2,4,700,DecisionTree,6,1,0.9714285714285714,0.004018068313598633
dataset2,2,4,700,DecisionTree,6,2,0.9714285714285714,0.0037631988525390625
dataset2,2,4,700,DecisionTree,6,3,0.9285714285714286,0.0040204524993896484
dataset2,2,4,700,DecisionTree,6,4,0.9857142857142858,0.0045719146728515625
dataset2,2,4,700,DecisionTree,6,5,0.9857142857142858,0.0040187835693359375
dataset2,2,4,700,DecisionTree,6,6,0.9428571428571428,0.0035190582275390625
dataset2,2,4,700,DecisionTree,6,7,0.9571428571428572,0.004022836685180664
dataset2,2,4,700,DecisionTree,6,8,0.9571428571428572,0.002008676528930664
dataset2,2,4,700,DecisionTree,6,9,0.9285714285714286,0.0
dataset2,2,4,700,DecisionTree,7,0,1.0,0.011743545532226562
dataset2,2,4,700,DecisionTree,7,1,0.9571428571428572,0.004017353057861328
dataset2,2,4,700,DecisionTree,7,2,0.9714285714285714,0.004020214080810547
dataset2,2,4,700,DecisionTree,7,3,0.9428571428571428,0.004018306732177734
dataset2,2,4,700,DecisionTree,7,4,0.9571428571428572,0.004570960998535156
dataset2,2,4,700,DecisionTree,7,5,1.0,0.0040166378021240234
dataset2,2,4,700,DecisionTree,7,6,0.9285714285714286,0.005083322525024414
dataset2,2,4,700,DecisionTree,7,7,0.9857142857142858,0.0037467479705810547
dataset2,2,4,700,DecisionTree,7,8,0.9571428571428572,0.0
dataset2,2,4,700,DecisionTree,7,9,0.9571428571428572,0.0
dataset2,2,4,700,DecisionTree,8,0,0.9857142857142858,0.00502777099609375
dataset2,2,4,700,DecisionTree,8,1,0.9857142857142858,0.006041049957275391
dataset2,2,4,700,DecisionTree,8,2,0.9571428571428572,0.004018545150756836
dataset2,2,4,700,DecisionTree,8,3,0.9428571428571428,0.014997243881225586
dataset2,2,4,700,DecisionTree,8,4,1.0,0.004999637603759766
dataset2,2,4,700,DecisionTree,8,5,0.9285714285714286,0.003998279571533203
dataset2,2,4,700,DecisionTree,8,6,0.9571428571428572,0.00400996208190918
dataset2,2,4,700,DecisionTree,8,7,0.9571428571428572,0.017316102981567383
dataset2,2,4,700,DecisionTree,8,8,0.9714285714285714,0.006043672561645508
dataset2,2,4,700,DecisionTree,8,9,0.9571428571428572,0.007065534591674805
dataset2,2,4,700,DecisionTree,9,0,0.9428571428571428,0.006323575973510742
dataset2,2,4,700,DecisionTree,9,1,0.9857142857142858,0.004997968673706055
dataset2,2,4,700,DecisionTree,9,2,0.9857142857142858,0.003998279571533203
dataset2,2,4,700,DecisionTree,9,3,0.9857142857142858,0.003996849060058594
dataset2,2,4,700,DecisionTree,9,4,0.9428571428571428,0.0010042190551757812
dataset2,2,4,700,DecisionTree,9,5,0.9857142857142858,0.0
dataset2,2,4,700,DecisionTree,9,6,0.9714285714285714,0.008945226669311523
dataset2,2,4,700,DecisionTree,9,7,0.9857142857142858,0.004019975662231445
dataset2,2,4,700,DecisionTree,9,8,0.9571428571428572,0.003049135208129883
dataset2,2,4,700,DecisionTree,9,9,0.9571428571428572,0.004195690155029297
dataset2,2,4,700,SVM,0,0,1.0,0.009449481964111328
dataset2,2,4,700,SVM,0,1,0.9714285714285714,0.004019498825073242
dataset2,2,4,700,SVM,0,2,0.9571428571428572,0.007170200347900391
dataset2,2,4,700,SVM,0,3,0.9571428571428572,0.008051633834838867
dataset2,2,4,700,SVM,0,4,0.9714285714285714,0.011477470397949219
dataset2,2,4,700,SVM,0,5,0.8571428571428571,0.008033275604248047
dataset2,2,4,700,SVM,0,6,0.9714285714285714,0.007085561752319336
dataset2,2,4,700,SVM,0,7,0.9714285714285714,0.013242959976196289
dataset2,2,4,700,SVM,0,8,0.9571428571428572,0.011475563049316406
dataset2,2,4,700,SVM,0,9,0.9571428571428572,0.00970315933227539
dataset2,2,4,700,SVM,1,0,0.9857142857142858,0.010189533233642578
dataset2,2,4,700,SVM,1,1,0.9714285714285714,0.015233278274536133
dataset2,2,4,700,SVM,1,2,0.9714285714285714,0.008369922637939453
dataset2,2,4,700,SVM,1,3,0.9714285714285714,0.009002685546875
dataset2,2,4,700,SVM,1,4,0.9571428571428572,0.009658336639404297
dataset2,2,4,700,SVM,1,5,0.9714285714285714,0.008197546005249023
dataset2,2,4,700,SVM,1,6,0.9571428571428572,0.008719921112060547
dataset2,2,4,700,SVM,1,7,0.9142857142857143,0.009949445724487305
dataset2,2,4,700,SVM,1,8,0.9285714285714286,0.007780313491821289
dataset2,2,4,700,SVM,1,9,0.9428571428571428,0.009856462478637695
dataset2,2,4,700,SVM,2,0,0.9428571428571428,0.008034229278564453
dataset2,2,4,700,SVM,2,1,0.9571428571428572,0.005778074264526367
dataset2,2,4,700,SVM,2,2,0.9714285714285714,0.017707347869873047
dataset2,2,4,700,SVM,2,3,0.9571428571428572,0.014381885528564453
dataset2,2,4,700,SVM,2,4,0.9714285714285714,0.014330863952636719
dataset2,2,4,700,SVM,2,5,0.9714285714285714,0.010999917984008789
dataset2,2,4,700,SVM,2,6,0.9428571428571428,0.011001348495483398
dataset2,2,4,700,SVM,2,7,0.9857142857142858,0.012060880661010742
dataset2,2,4,700,SVM,2,8,0.9428571428571428,0.01207876205444336
dataset2,2,4,700,SVM,2,9,0.9428571428571428,0.0060312747955322266
dataset2,2,4,700,SVM,3,0,0.9571428571428572,0.013902425765991211
dataset2,2,4,700,SVM,3,1,0.9428571428571428,0.0
dataset2,2,4,700,SVM,3,2,0.9142857142857143,0.009020566940307617
dataset2,2,4,700,SVM,3,3,0.9857142857142858,0.009001731872558594
dataset2,2,4,700,SVM,3,4,0.9714285714285714,0.008032083511352539
dataset2,2,4,700,SVM,3,5,0.9714285714285714,0.009382009506225586
dataset2,2,4,700,SVM,3,6,0.9428571428571428,0.009027719497680664
dataset2,2,4,700,SVM,3,7,0.9857142857142858,0.016907215118408203
dataset2,2,4,700,SVM,3,8,0.9714285714285714,0.015330791473388672
dataset2,2,4,700,SVM,3,9,0.9285714285714286,0.013077974319458008
dataset2,2,4,700,SVM,4,0,0.9571428571428572,0.011408329010009766
dataset2,2,4,700,SVM,4,1,0.9285714285714286,0.010673284530639648
dataset2,2,4,700,SVM,4,2,0.9285714285714286,0.009000778198242188
dataset2,2,4,700,SVM,4,3,0.9428571428571428,0.007996082305908203
dataset2,2,4,700,SVM,4,4,0.9571428571428572,0.009441137313842773
dataset2,2,4,700,SVM,4,5,0.9857142857142858,0.009372711181640625
dataset2,2,4,700,SVM,4,6,0.9285714285714286,0.014790534973144531
dataset2,2,4,700,SVM,4,7,0.9571428571428572,0.008994817733764648
dataset2,2,4,700,SVM,4,8,1.0,0.009986162185668945
dataset2,2,4,700,SVM,4,9,0.9714285714285714,0.011242389678955078
dataset2,2,4,700,SVM,5,0,0.9857142857142858,0.008931636810302734
dataset2,2,4,700,SVM,5,1,0.9857142857142858,0.009001731872558594
dataset2,2,4,700,SVM,5,2,0.9571428571428572,0.0110015869140625
dataset2,2,4,700,SVM,5,3,0.9714285714285714,0.008049488067626953
dataset2,2,4,700,SVM,5,4,0.9571428571428572,0.014338254928588867
dataset2,2,4,700,SVM,5,5,0.9285714285714286,0.01186513900756836
dataset2,2,4,700,SVM,5,6,0.9857142857142858,0.010067939758300781
dataset2,2,4,700,SVM,5,7,0.9571428571428572,0.012547969818115234
dataset2,2,4,700,SVM,5,8,0.9142857142857143,0.01778411865234375
dataset2,2,4,700,SVM,5,9,0.9571428571428572,0.012120485305786133
dataset2,2,4,700,SVM,6,0,1.0,0.009804725646972656
dataset2,2,4,700,SVM,6,1,0.9714285714285714,0.02392888069152832
dataset2,2,4,700,SVM,6,2,0.9714285714285714,0.010079145431518555
dataset2,2,4,700,SVM,6,3,0.9285714285714286,0.007799863815307617
dataset2,2,4,700,SVM,6,4,0.9571428571428572,0.007783174514770508
dataset2,2,4,700,SVM,6,5,0.9571428571428572,0.040624141693115234
dataset2,2,4,700,SVM,6,6,0.9857142857142858,0.010090112686157227
dataset2,2,4,700,SVM,6,7,0.9285714285714286,0.013150215148925781
dataset2,2,4,700,SVM,6,8,0.9571428571428572,0.013866424560546875
dataset2,2,4,700,SVM,6,9,0.9428571428571428,0.009001016616821289
dataset2,2,4,700,SVM,7,0,0.9714285714285714,0.008073568344116211
dataset2,2,4,700,SVM,7,1,0.9428571428571428,0.01789999008178711
dataset2,2,4,700,SVM,7,2,0.9285714285714286,0.01008296012878418
dataset2,2,4,700,SVM,7,3,0.9571428571428572,0.008058309555053711
dataset2,2,4,700,SVM,7,4,0.9285714285714286,0.0078105926513671875
dataset2,2,4,700,SVM,7,5,0.9714285714285714,0.009831666946411133
dataset2,2,4,700,SVM,7,6,0.9714285714285714,0.008064985275268555
dataset2,2,4,700,SVM,7,7,0.9857142857142858,0.016357421875
dataset2,2,4,700,SVM,7,8,0.9571428571428572,0.01024627685546875
dataset2,2,4,700,SVM,7,9,0.9428571428571428,0.010729551315307617
dataset2,2,4,700,SVM,8,0,0.9714285714285714,0.007999420166015625
dataset2,2,4,700,SVM,8,1,0.9714285714285714,0.008116960525512695
dataset2,2,4,700,SVM,8,2,0.9428571428571428,0.008344411849975586
dataset2,2,4,700,SVM,8,3,0.9714285714285714,0.015564918518066406
dataset2,2,4,700,SVM,8,4,1.0,0.016731977462768555
dataset2,2,4,700,SVM,8,5,0.9428571428571428,0.010778665542602539
dataset2,2,4,700,SVM,8,6,0.9285714285714286,0.007998466491699219
dataset2,2,4,700,SVM,8,7,0.9285714285714286,0.008004188537597656
dataset2,2,4,700,SVM,8,8,0.9285714285714286,0.009479522705078125
dataset2,2,4,700,SVM,8,9,0.9857142857142858,0.008000373840332031
dataset2,2,4,700,SVM,9,0,0.9714285714285714,0.01343226432800293
dataset2,2,4,700,SVM,9,1,0.9714285714285714,0.0075604915618896484
