dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
mushroom,2,6,154,KNN,9,5,0.6,0.0
mushroom,2,6,154,KNN,9,6,0.5333333333333333,0.0020105838775634766
mushroom,2,6,154,KNN,9,7,0.6,0.0017518997192382812
mushroom,2,6,154,KNN,9,8,0.6666666666666666,0.0
mushroom,2,6,154,KNN,9,9,0.6666666666666666,0.0
mushroom,2,6,154,XGBoost,0,0,0.625,0.055593252182006836
mushroom,2,6,154,XGBoost,0,1,0.5,0.03737664222717285
mushroom,2,6,154,XGBoost,0,2,0.5625,0.035642147064208984
mushroom,2,6,154,XGBoost,0,3,0.4375,0.035611867904663086
mushroom,2,6,154,XGBoost,0,4,0.4666666666666667,0.03536653518676758
mushroom,2,6,154,XGBoost,0,5,0.5333333333333333,0.03771686553955078
mushroom,2,6,154,XGBoost,0,6,0.6,0.03743290901184082
mushroom,2,6,154,XGBoost,0,7,0.6666666666666666,0.037631988525390625
mushroom,2,6,154,XGBoost,0,8,0.7333333333333333,0.03689384460449219
mushroom,2,6,154,XGBoost,0,9,0.7333333333333333,0.03684043884277344
mushroom,2,6,154,XGBoost,1,0,0.75,0.05861544609069824
mushroom,2,6,154,XGBoost,1,1,0.5,0.07495927810668945
mushroom,2,6,154,XGBoost,1,2,0.625,0.046582698822021484
mushroom,2,6,154,XGBoost,1,3,0.6875,0.036316871643066406
mushroom,2,6,154,XGBoost,1,4,0.7333333333333333,0.035369157791137695
mushroom,2,6,154,XGBoost,1,5,0.6666666666666666,0.03562307357788086
mushroom,2,6,154,XGBoost,1,6,0.7333333333333333,0.035875797271728516
mushroom,2,6,154,XGBoost,1,7,0.6666666666666666,0.0718686580657959
mushroom,2,6,154,XGBoost,1,8,0.3333333333333333,0.03793168067932129
mushroom,2,6,154,XGBoost,1,9,0.4666666666666667,0.04477882385253906
mushroom,2,6,154,XGBoost,2,0,0.75,0.040299177169799805
mushroom,2,6,154,XGBoost,2,1,0.5625,0.03517651557922363
mushroom,2,6,154,XGBoost,2,2,0.625,0.03560829162597656
mushroom,2,6,154,XGBoost,2,3,0.625,0.03537273406982422
mushroom,2,6,154,XGBoost,2,4,0.6,0.0356297492980957
mushroom,2,6,154,XGBoost,2,5,0.5333333333333333,0.03562593460083008
mushroom,2,6,154,XGBoost,2,6,0.6666666666666666,0.035628318786621094
mushroom,2,6,154,XGBoost,2,7,0.6,0.037625789642333984
mushroom,2,6,154,XGBoost,2,8,0.7333333333333333,0.0385587215423584
mushroom,2,6,154,XGBoost,2,9,0.6,0.03753256797790527
mushroom,2,6,154,XGBoost,3,0,0.5625,0.03560924530029297
mushroom,2,6,154,XGBoost,3,1,0.4375,0.03361868858337402
mushroom,2,6,154,XGBoost,3,2,0.75,0.035637617111206055
mushroom,2,6,154,XGBoost,3,3,0.4375,0.03905820846557617
mushroom,2,6,154,XGBoost,3,4,0.6,0.036377668380737305
mushroom,2,6,154,XGBoost,3,5,0.6,0.037740230560302734
mushroom,2,6,154,XGBoost,3,6,0.6666666666666666,0.03561115264892578
mushroom,2,6,154,XGBoost,3,7,0.8,0.051695823669433594
mushroom,2,6,154,XGBoost,3,8,0.4666666666666667,0.05333662033081055
mushroom,2,6,154,XGBoost,3,9,0.6,0.03632926940917969
mushroom,2,6,154,XGBoost,4,0,0.75,0.05715656280517578
mushroom,2,6,154,XGBoost,4,1,0.6875,0.03801131248474121
mushroom,2,6,154,XGBoost,4,2,0.625,0.03548765182495117
mushroom,2,6,154,XGBoost,4,3,0.75,0.04340481758117676
mushroom,2,6,154,XGBoost,4,4,0.6,0.035628557205200195
mushroom,2,6,154,XGBoost,4,5,0.6,0.039388418197631836
mushroom,2,6,154,XGBoost,4,6,0.7333333333333333,0.0570220947265625
mushroom,2,6,154,XGBoost,4,7,0.26666666666666666,0.03777956962585449
mushroom,2,6,154,XGBoost,4,8,0.4666666666666667,0.03536534309387207
mushroom,2,6,154,XGBoost,4,9,0.7333333333333333,0.03564810752868652
mushroom,2,6,154,XGBoost,5,0,0.5625,0.03561067581176758
mushroom,2,6,154,XGBoost,5,1,0.625,0.037628173828125
mushroom,2,6,154,XGBoost,5,2,0.5,0.058092355728149414
mushroom,2,6,154,XGBoost,5,3,0.75,0.03661155700683594
mushroom,2,6,154,XGBoost,5,4,0.6666666666666666,0.03536820411682129
mushroom,2,6,154,XGBoost,5,5,0.7333333333333333,0.03551363945007324
mushroom,2,6,154,XGBoost,5,6,0.6,0.03560781478881836
mushroom,2,6,154,XGBoost,5,7,0.6666666666666666,0.03564143180847168
mushroom,2,6,154,XGBoost,5,8,0.6666666666666666,0.061978816986083984
mushroom,2,6,154,XGBoost,5,9,0.6666666666666666,0.03653597831726074
mushroom,2,6,154,XGBoost,6,0,0.625,0.03567862510681152
mushroom,2,6,154,XGBoost,6,1,0.8125,0.0374913215637207
mushroom,2,6,154,XGBoost,6,2,0.625,0.037375450134277344
mushroom,2,6,154,XGBoost,6,3,0.5,0.038063764572143555
mushroom,2,6,154,XGBoost,6,4,0.5333333333333333,0.055049896240234375
mushroom,2,6,154,XGBoost,6,5,0.7333333333333333,0.03698277473449707
mushroom,2,6,154,XGBoost,6,6,0.4666666666666667,0.051383256912231445
mushroom,2,6,154,XGBoost,6,7,0.4666666666666667,0.06881260871887207
mushroom,2,6,154,XGBoost,6,8,0.6,0.08004927635192871
mushroom,2,6,154,XGBoost,6,9,0.6,0.05833625793457031
mushroom,2,6,154,XGBoost,7,0,0.6875,0.04546356201171875
mushroom,2,6,154,XGBoost,7,1,0.625,0.04144144058227539
mushroom,2,6,154,XGBoost,7,2,0.75,0.04544210433959961
mushroom,2,6,154,XGBoost,7,3,0.6875,0.41426730155944824
mushroom,2,6,154,XGBoost,7,4,0.5333333333333333,0.043436527252197266
mushroom,2,6,154,XGBoost,7,5,0.7333333333333333,0.04173016548156738
mushroom,2,6,154,XGBoost,7,6,0.4,0.04407501220703125
mushroom,2,6,154,XGBoost,7,7,0.6,0.04015040397644043
mushroom,2,6,154,XGBoost,7,8,0.4666666666666667,0.05437803268432617
mushroom,2,6,154,XGBoost,7,9,0.5333333333333333,0.04400348663330078
mushroom,2,6,154,XGBoost,8,0,0.5,0.03592205047607422
mushroom,2,6,154,XGBoost,8,1,0.5625,0.03736448287963867
mushroom,2,6,154,XGBoost,8,2,0.4375,0.03562021255493164
mushroom,2,6,154,XGBoost,8,3,0.625,0.03927326202392578
mushroom,2,6,154,XGBoost,8,4,0.6,0.05292677879333496
mushroom,2,6,154,XGBoost,8,5,0.6,0.03778195381164551
mushroom,2,6,154,XGBoost,8,6,0.6666666666666666,0.03561282157897949
mushroom,2,6,154,XGBoost,8,7,0.6,0.03653454780578613
mushroom,2,6,154,XGBoost,8,8,0.6,0.04619264602661133
mushroom,2,6,154,XGBoost,8,9,0.7333333333333333,0.04252958297729492
mushroom,2,6,154,XGBoost,9,0,0.75,0.035623788833618164
mushroom,2,6,154,XGBoost,9,1,0.5625,0.03562426567077637
mushroom,2,6,154,XGBoost,9,2,0.5625,0.03562426567077637
mushroom,2,6,154,XGBoost,9,3,0.6875,0.03533148765563965
mushroom,2,6,154,XGBoost,9,4,0.6,0.0703272819519043
mushroom,2,6,154,XGBoost,9,5,0.6,0.060630083084106445
mushroom,2,6,154,XGBoost,9,6,0.6,0.03746175765991211
mushroom,2,6,154,XGBoost,9,7,0.6666666666666666,0.039641618728637695
mushroom,2,6,154,XGBoost,9,8,0.5333333333333333,0.03706622123718262
mushroom,2,6,154,XGBoost,9,9,0.7333333333333333,0.06311917304992676
mushroom,2,6,154,RandomForest,0,0,0.75,0.2389237880706787
mushroom,2,6,154,RandomForest,0,1,0.625,0.2872493267059326
mushroom,2,6,154,RandomForest,0,2,0.5625,0.23470473289489746
mushroom,2,6,154,RandomForest,0,3,0.5625,0.26058101654052734
mushroom,2,6,154,RandomForest,0,4,0.6,0.22808051109313965
mushroom,2,6,154,RandomForest,0,5,0.6,0.26301002502441406
mushroom,2,6,154,RandomForest,0,6,0.6666666666666666,0.24081826210021973
mushroom,2,6,154,RandomForest,0,7,0.7333333333333333,0.26377296447753906
mushroom,2,6,154,RandomForest,0,8,0.6666666666666666,0.24186325073242188
mushroom,2,6,154,RandomForest,0,9,0.7333333333333333,0.25060486793518066
mushroom,2,6,154,RandomForest,1,0,0.6875,0.23855209350585938
mushroom,2,6,154,RandomForest,1,1,0.625,0.2937917709350586
mushroom,2,6,154,RandomForest,1,2,0.6875,0.236037015914917
mushroom,2,6,154,RandomForest,1,3,0.75,0.2565622329711914
mushroom,2,6,154,RandomForest,1,4,0.6,0.2336413860321045
mushroom,2,6,154,RandomForest,1,5,0.8,0.274014949798584
mushroom,2,6,154,RandomForest,1,6,0.6666666666666666,0.2666659355163574
mushroom,2,6,154,RandomForest,1,7,0.6666666666666666,0.255645751953125
mushroom,2,6,154,RandomForest,1,8,0.4666666666666667,0.24450445175170898
mushroom,2,6,154,RandomForest,1,9,0.6,0.2319774627685547
mushroom,2,6,154,RandomForest,2,0,0.75,0.25795722007751465
mushroom,2,6,154,RandomForest,2,1,0.5625,0.2476341724395752
mushroom,2,6,154,RandomForest,2,2,0.75,0.24038338661193848
mushroom,2,6,154,RandomForest,2,3,0.6875,0.24439311027526855
mushroom,2,6,154,RandomForest,2,4,0.6666666666666666,0.23705673217773438
mushroom,2,6,154,RandomForest,2,5,0.6666666666666666,0.24863362312316895
mushroom,2,6,154,RandomForest,2,6,0.6666666666666666,0.24707651138305664
mushroom,2,6,154,RandomForest,2,7,0.6,0.24155831336975098
mushroom,2,6,154,RandomForest,2,8,0.6666666666666666,0.37653255462646484
mushroom,2,6,154,RandomForest,2,9,0.6666666666666666,0.262908935546875
mushroom,2,6,154,RandomForest,3,0,0.75,0.24651169776916504
mushroom,2,6,154,RandomForest,3,1,0.5625,0.2320702075958252
mushroom,2,6,154,RandomForest,3,2,0.75,0.25655698776245117
mushroom,2,6,154,RandomForest,3,3,0.6875,0.23088645935058594
mushroom,2,6,154,RandomForest,3,4,0.5333333333333333,0.2611875534057617
mushroom,2,6,154,RandomForest,3,5,0.7333333333333333,0.25794339179992676
mushroom,2,6,154,RandomForest,3,6,0.5333333333333333,0.24282121658325195
mushroom,2,6,154,RandomForest,3,7,0.7333333333333333,0.25205564498901367
mushroom,2,6,154,RandomForest,3,8,0.5333333333333333,0.23894023895263672
mushroom,2,6,154,RandomForest,3,9,0.6,0.25235652923583984
mushroom,2,6,154,RandomForest,4,0,0.6875,0.24199581146240234
mushroom,2,6,154,RandomForest,4,1,0.5625,0.2516160011291504
mushroom,2,6,154,RandomForest,4,2,0.5625,0.24316620826721191
mushroom,2,6,154,RandomForest,4,3,0.75,0.2466273307800293
mushroom,2,6,154,RandomForest,4,4,0.6,0.2633063793182373
mushroom,2,6,154,RandomForest,4,5,0.6,0.24416208267211914
mushroom,2,6,154,RandomForest,4,6,0.7333333333333333,0.2408447265625
mushroom,2,6,154,RandomForest,4,7,0.4666666666666667,0.2464604377746582
mushroom,2,6,154,RandomForest,4,8,0.6,0.2814149856567383
mushroom,2,6,154,RandomForest,4,9,0.6666666666666666,0.2506101131439209
mushroom,2,6,154,RandomForest,5,0,0.5,0.24687719345092773
mushroom,2,6,154,RandomForest,5,1,0.6875,0.23930931091308594
mushroom,2,6,154,RandomForest,5,2,0.625,0.24809980392456055
mushroom,2,6,154,RandomForest,5,3,0.75,0.2431182861328125
mushroom,2,6,154,RandomForest,5,4,0.6666666666666666,0.2395460605621338
mushroom,2,6,154,RandomForest,5,5,0.7333333333333333,0.253612756729126
mushroom,2,6,154,RandomForest,5,6,0.7333333333333333,0.24025821685791016
mushroom,2,6,154,RandomForest,5,7,0.6,0.2349567413330078
mushroom,2,6,154,RandomForest,5,8,0.6666666666666666,0.26746439933776855
mushroom,2,6,154,RandomForest,5,9,0.8,0.25588297843933105
mushroom,2,6,154,RandomForest,6,0,0.625,0.2436356544494629
mushroom,2,6,154,RandomForest,6,1,0.75,0.2495591640472412
mushroom,2,6,154,RandomForest,6,2,0.5625,0.2503030300140381
mushroom,2,6,154,RandomForest,6,3,0.625,0.23698854446411133
mushroom,2,6,154,RandomForest,6,4,0.7333333333333333,0.5487232208251953
mushroom,2,6,154,RandomForest,6,5,0.7333333333333333,0.24478650093078613
mushroom,2,6,154,RandomForest,6,6,0.5333333333333333,0.25638484954833984
mushroom,2,6,154,RandomForest,6,7,0.4666666666666667,0.24184107780456543
mushroom,2,6,154,RandomForest,6,8,0.6666666666666666,0.2435004711151123
mushroom,2,6,154,RandomForest,6,9,0.6666666666666666,0.2479114532470703
mushroom,2,6,154,RandomForest,7,0,0.6875,0.23986268043518066
mushroom,2,6,154,RandomForest,7,1,0.75,0.24768781661987305
mushroom,2,6,154,RandomForest,7,2,0.625,0.24506425857543945
mushroom,2,6,154,RandomForest,7,3,0.75,0.25131797790527344
mushroom,2,6,154,RandomForest,7,4,0.6666666666666666,0.2397606372833252
mushroom,2,6,154,RandomForest,7,5,0.6666666666666666,0.2538313865661621
mushroom,2,6,154,RandomForest,7,6,0.6666666666666666,0.23534917831420898
mushroom,2,6,154,RandomForest,7,7,0.7333333333333333,0.24576258659362793
mushroom,2,6,154,RandomForest,7,8,0.6666666666666666,0.23368167877197266
mushroom,2,6,154,RandomForest,7,9,0.6666666666666666,0.25095295906066895
mushroom,2,6,154,RandomForest,8,0,0.625,0.2395496368408203
mushroom,2,6,154,RandomForest,8,1,0.75,0.24548673629760742
mushroom,2,6,154,RandomForest,8,2,0.625,0.24131250381469727
mushroom,2,6,154,RandomForest,8,3,0.6875,0.25543975830078125
mushroom,2,6,154,RandomForest,8,4,0.6666666666666666,0.23193120956420898
mushroom,2,6,154,RandomForest,8,5,0.6666666666666666,0.27724504470825195
mushroom,2,6,154,RandomForest,8,6,0.7333333333333333,0.23291420936584473
mushroom,2,6,154,RandomForest,8,7,0.7333333333333333,0.254469633102417
mushroom,2,6,154,RandomForest,8,8,0.6,0.2429051399230957
mushroom,2,6,154,RandomForest,8,9,0.6666666666666666,0.23961210250854492
mushroom,2,6,154,RandomForest,9,0,0.8125,0.24636268615722656
mushroom,2,6,154,RandomForest,9,1,0.6875,0.24054288864135742
mushroom,2,6,154,RandomForest,9,2,0.625,0.24655461311340332
mushroom,2,6,154,RandomForest,9,3,0.75,0.24310541152954102
mushroom,2,6,154,RandomForest,9,4,0.7333333333333333,0.24035143852233887
mushroom,2,6,154,RandomForest,9,5,0.7333333333333333,0.24958443641662598
mushroom,2,6,154,RandomForest,9,6,0.6,0.23905706405639648
mushroom,2,6,154,RandomForest,9,7,0.6,0.25455331802368164
mushroom,2,6,154,RandomForest,9,8,0.5333333333333333,0.2300257682800293
mushroom,2,6,154,RandomForest,9,9,0.7333333333333333,0.25684022903442383
climates,10,32,1415,DecisionTree,0,0,0.8098591549295775,0.0546574592590332
climates,10,32,1415,DecisionTree,0,1,0.8380281690140845,0.05337214469909668
climates,10,32,1415,DecisionTree,0,2,0.7816901408450704,0.0512847900390625
climates,10,32,1415,DecisionTree,0,3,0.8098591549295775,0.0572209358215332
climates,10,32,1415,DecisionTree,0,4,0.7816901408450704,0.05764508247375488
climates,10,32,1415,DecisionTree,0,5,0.8085106382978723,0.05327415466308594
climates,10,32,1415,DecisionTree,0,6,0.7943262411347518,0.04373359680175781
climates,10,32,1415,DecisionTree,0,7,0.8085106382978723,0.06948685646057129
climates,10,32,1415,DecisionTree,0,8,0.8581560283687943,0.22931385040283203
climates,10,32,1415,DecisionTree,0,9,0.8085106382978723,0.16209101676940918
climates,10,32,1415,DecisionTree,1,0,0.8380281690140845,0.06289386749267578
climates,10,32,1415,DecisionTree,1,1,0.7746478873239436,0.07279157638549805
climates,10,32,1415,DecisionTree,1,2,0.8028169014084507,0.05299639701843262
climates,10,32,1415,DecisionTree,1,3,0.823943661971831,0.05319929122924805
climates,10,32,1415,DecisionTree,1,4,0.8169014084507042,0.0541379451751709
climates,10,32,1415,DecisionTree,1,5,0.8368794326241135,0.0635981559753418
climates,10,32,1415,DecisionTree,1,6,0.8085106382978723,0.058992624282836914
climates,10,32,1415,DecisionTree,1,7,0.8652482269503546,0.05547308921813965
climates,10,32,1415,DecisionTree,1,8,0.7304964539007093,0.05544471740722656
climates,10,32,1415,DecisionTree,1,9,0.8085106382978723,0.05968332290649414
climates,10,32,1415,DecisionTree,2,0,0.8098591549295775,0.06071877479553223
climates,10,32,1415,DecisionTree,2,1,0.8169014084507042,0.053781986236572266
climates,10,32,1415,DecisionTree,2,2,0.852112676056338,0.06037020683288574
climates,10,32,1415,DecisionTree,2,3,0.8380281690140845,0.05688977241516113
climates,10,32,1415,DecisionTree,2,4,0.8309859154929577,0.05546069145202637
climates,10,32,1415,DecisionTree,2,5,0.8368794326241135,0.05321073532104492
climates,10,32,1415,DecisionTree,2,6,0.7943262411347518,0.05953502655029297
climates,10,32,1415,DecisionTree,2,7,0.7943262411347518,0.06240367889404297
climates,10,32,1415,DecisionTree,2,8,0.8226950354609929,0.054994821548461914
climates,10,32,1415,DecisionTree,2,9,0.851063829787234,0.05796027183532715
climates,10,32,1415,DecisionTree,3,0,0.8380281690140845,0.054349660873413086
climates,10,32,1415,DecisionTree,3,1,0.7464788732394366,0.05879926681518555
climates,10,32,1415,DecisionTree,3,2,0.7676056338028169,0.0574185848236084
climates,10,32,1415,DecisionTree,3,3,0.8028169014084507,0.05747365951538086
climates,10,32,1415,DecisionTree,3,4,0.8380281690140845,0.05813193321228027
climates,10,32,1415,DecisionTree,3,5,0.8226950354609929,0.059722185134887695
climates,10,32,1415,DecisionTree,3,6,0.7659574468085106,0.05545210838317871
climates,10,32,1415,DecisionTree,3,7,0.8794326241134752,0.057202816009521484
climates,10,32,1415,DecisionTree,3,8,0.8085106382978723,0.05841875076293945
climates,10,32,1415,DecisionTree,3,9,0.8226950354609929,0.059387922286987305
climates,10,32,1415,DecisionTree,4,0,0.8028169014084507,0.055472373962402344
climates,10,32,1415,DecisionTree,4,1,0.7605633802816901,0.05520486831665039
climates,10,32,1415,DecisionTree,4,2,0.8380281690140845,0.05758404731750488
climates,10,32,1415,DecisionTree,4,3,0.8450704225352113,0.06314611434936523
climates,10,32,1415,DecisionTree,4,4,0.8098591549295775,0.05521726608276367
climates,10,32,1415,DecisionTree,4,5,0.8226950354609929,0.06271862983703613
climates,10,32,1415,DecisionTree,4,6,0.7943262411347518,0.059122562408447266
climates,10,32,1415,DecisionTree,4,7,0.851063829787234,0.05715370178222656
climates,10,32,1415,DecisionTree,4,8,0.8085106382978723,0.05948662757873535
climates,10,32,1415,DecisionTree,4,9,0.8226950354609929,0.0552823543548584
climates,10,32,1415,DecisionTree,5,0,0.8380281690140845,0.06038069725036621
climates,10,32,1415,DecisionTree,5,1,0.8380281690140845,0.05394315719604492
climates,10,32,1415,DecisionTree,5,2,0.8450704225352113,0.055385589599609375
climates,10,32,1415,DecisionTree,5,3,0.8028169014084507,0.05346226692199707
climates,10,32,1415,DecisionTree,5,4,0.823943661971831,0.0545039176940918
climates,10,32,1415,DecisionTree,5,5,0.8297872340425532,0.0603022575378418
climates,10,32,1415,DecisionTree,5,6,0.7659574468085106,0.05413389205932617
climates,10,32,1415,DecisionTree,5,7,0.7730496453900709,0.057692527770996094
climates,10,32,1415,DecisionTree,5,8,0.7801418439716312,0.05653238296508789
climates,10,32,1415,DecisionTree,5,9,0.8368794326241135,0.06058502197265625
climates,10,32,1415,DecisionTree,6,0,0.7746478873239436,0.053221702575683594
climates,10,32,1415,DecisionTree,6,1,0.8591549295774648,0.23932957649230957
climates,10,32,1415,DecisionTree,6,2,0.823943661971831,0.0637516975402832
climates,10,32,1415,DecisionTree,6,3,0.7887323943661971,0.04952049255371094
climates,10,32,1415,DecisionTree,6,4,0.852112676056338,0.06348848342895508
climates,10,32,1415,DecisionTree,6,5,0.8085106382978723,0.05442070960998535
climates,10,32,1415,DecisionTree,6,6,0.8156028368794326,0.05724596977233887
climates,10,32,1415,DecisionTree,6,7,0.8368794326241135,0.05749034881591797
climates,10,32,1415,DecisionTree,6,8,0.8085106382978723,0.05223965644836426
climates,10,32,1415,DecisionTree,6,9,0.8085106382978723,0.05532526969909668
climates,10,32,1415,DecisionTree,7,0,0.795774647887324,0.05853915214538574
climates,10,32,1415,DecisionTree,7,1,0.8661971830985915,0.05257391929626465
climates,10,32,1415,DecisionTree,7,2,0.823943661971831,0.056392669677734375
climates,10,32,1415,DecisionTree,7,3,0.8028169014084507,0.05606269836425781
climates,10,32,1415,DecisionTree,7,4,0.795774647887324,0.058721303939819336
climates,10,32,1415,DecisionTree,7,5,0.8368794326241135,0.04973125457763672
climates,10,32,1415,DecisionTree,7,6,0.8652482269503546,0.055544137954711914
climates,10,32,1415,DecisionTree,7,7,0.7801418439716312,0.05752444267272949
climates,10,32,1415,DecisionTree,7,8,0.8156028368794326,0.04844307899475098
climates,10,32,1415,DecisionTree,7,9,0.8085106382978723,0.04938912391662598
climates,10,32,1415,DecisionTree,8,0,0.8380281690140845,0.05365729331970215
climates,10,32,1415,DecisionTree,8,1,0.8098591549295775,0.05482316017150879
climates,10,32,1415,DecisionTree,8,2,0.8380281690140845,0.057657480239868164
climates,10,32,1415,DecisionTree,8,3,0.7887323943661971,0.057378530502319336
climates,10,32,1415,DecisionTree,8,4,0.8098591549295775,0.05341768264770508
climates,10,32,1415,DecisionTree,8,5,0.8014184397163121,0.05189657211303711
climates,10,32,1415,DecisionTree,8,6,0.851063829787234,0.052049875259399414
climates,10,32,1415,DecisionTree,8,7,0.851063829787234,0.05326366424560547
climates,10,32,1415,DecisionTree,8,8,0.7943262411347518,0.0511929988861084
climates,10,32,1415,DecisionTree,8,9,0.8723404255319149,0.051679372787475586
climates,10,32,1415,DecisionTree,9,0,0.7605633802816901,0.06084251403808594
climates,10,32,1415,DecisionTree,9,1,0.7887323943661971,0.052839040756225586
climates,10,32,1415,DecisionTree,9,2,0.8028169014084507,0.055039405822753906
climates,10,32,1415,DecisionTree,9,3,0.8591549295774648,0.057523488998413086
climates,10,32,1415,DecisionTree,9,4,0.8661971830985915,0.05464982986450195
climates,10,32,1415,DecisionTree,9,5,0.8156028368794326,0.055240631103515625
climates,10,32,1415,DecisionTree,9,6,0.8014184397163121,0.05552506446838379
climates,10,32,1415,DecisionTree,9,7,0.8014184397163121,0.05843758583068848
climates,10,32,1415,DecisionTree,9,8,0.7801418439716312,0.05654263496398926
climates,10,32,1415,DecisionTree,9,9,0.8794326241134752,0.051989078521728516
climates,10,32,1415,SVM,0,0,0.7464788732394366,0.08493947982788086
climates,10,32,1415,SVM,0,1,0.7816901408450704,0.08387446403503418
climates,10,32,1415,SVM,0,2,0.7464788732394366,0.08840227127075195
climates,10,32,1415,SVM,0,3,0.795774647887324,0.0811624526977539
climates,10,32,1415,SVM,0,4,0.7535211267605634,0.07848572731018066
climates,10,32,1415,SVM,0,5,0.8014184397163121,0.07798552513122559
climates,10,32,1415,SVM,0,6,0.7446808510638298,0.09208559989929199
climates,10,32,1415,SVM,0,7,0.75177304964539,0.08697342872619629
climates,10,32,1415,SVM,0,8,0.7730496453900709,0.07125616073608398
climates,10,32,1415,SVM,0,9,0.7588652482269503,0.07776427268981934
climates,10,32,1415,SVM,1,0,0.7676056338028169,0.07997989654541016
climates,10,32,1415,SVM,1,1,0.7676056338028169,0.07713007926940918
climates,10,32,1415,SVM,1,2,0.7464788732394366,0.0750279426574707
climates,10,32,1415,SVM,1,3,0.7887323943661971,0.09809494018554688
climates,10,32,1415,SVM,1,4,0.7605633802816901,0.07921075820922852
climates,10,32,1415,SVM,1,5,0.7659574468085106,0.08582806587219238
climates,10,32,1415,SVM,1,6,0.7943262411347518,0.0729527473449707
climates,10,32,1415,SVM,1,7,0.8368794326241135,0.08333849906921387
climates,10,32,1415,SVM,1,8,0.7730496453900709,0.07973980903625488
climates,10,32,1415,SVM,1,9,0.7588652482269503,0.09180426597595215
climates,10,32,1415,SVM,2,0,0.8169014084507042,0.08118963241577148
climates,10,32,1415,SVM,2,1,0.7676056338028169,0.08338165283203125
climates,10,32,1415,SVM,2,2,0.8028169014084507,0.08716011047363281
climates,10,32,1415,SVM,2,3,0.795774647887324,0.08578991889953613
climates,10,32,1415,SVM,2,4,0.7816901408450704,0.08711051940917969
climates,10,32,1415,SVM,2,5,0.7872340425531915,0.37799072265625
climates,10,32,1415,SVM,2,6,0.7446808510638298,0.09118151664733887
climates,10,32,1415,SVM,2,7,0.7375886524822695,0.08115363121032715
climates,10,32,1415,SVM,2,8,0.7375886524822695,0.0881354808807373
climates,10,32,1415,SVM,2,9,0.7304964539007093,0.08582186698913574
climates,10,32,1415,SVM,3,0,0.7816901408450704,0.08657407760620117
climates,10,32,1415,SVM,3,1,0.7394366197183099,0.08085370063781738
climates,10,32,1415,SVM,3,2,0.8098591549295775,0.10023784637451172
climates,10,32,1415,SVM,3,3,0.7535211267605634,0.06870484352111816
climates,10,32,1415,SVM,3,4,0.8309859154929577,0.0854487419128418
climates,10,32,1415,SVM,3,5,0.7801418439716312,0.07947659492492676
climates,10,32,1415,SVM,3,6,0.7163120567375887,0.07026338577270508
climates,10,32,1415,SVM,3,7,0.7588652482269503,0.09588909149169922
climates,10,32,1415,SVM,3,8,0.7304964539007093,0.08456730842590332
climates,10,32,1415,SVM,3,9,0.7730496453900709,0.07951569557189941
climates,10,32,1415,SVM,4,0,0.7676056338028169,0.08244538307189941
climates,10,32,1415,SVM,4,1,0.7605633802816901,0.07762002944946289
climates,10,32,1415,SVM,4,2,0.7323943661971831,0.08365201950073242
climates,10,32,1415,SVM,4,3,0.7676056338028169,0.07891392707824707
climates,10,32,1415,SVM,4,4,0.7323943661971831,0.08499264717102051
climates,10,32,1415,SVM,4,5,0.8297872340425532,0.09485554695129395
climates,10,32,1415,SVM,4,6,0.7872340425531915,0.08578968048095703
climates,10,32,1415,SVM,4,7,0.7801418439716312,0.08264827728271484
climates,10,32,1415,SVM,4,8,0.7943262411347518,0.08206319808959961
climates,10,32,1415,SVM,4,9,0.7588652482269503,0.07922244071960449
climates,10,32,1415,SVM,5,0,0.7253521126760564,0.08255815505981445
climates,10,32,1415,SVM,5,1,0.795774647887324,0.08033084869384766
climates,10,32,1415,SVM,5,2,0.8098591549295775,0.08444881439208984
climates,10,32,1415,SVM,5,3,0.7535211267605634,0.07312154769897461
climates,10,32,1415,SVM,5,4,0.7394366197183099,0.0897679328918457
climates,10,32,1415,SVM,5,5,0.7872340425531915,0.08689522743225098
climates,10,32,1415,SVM,5,6,0.7801418439716312,0.08182692527770996
climates,10,32,1415,SVM,5,7,0.7304964539007093,0.07932877540588379
climates,10,32,1415,SVM,5,8,0.7943262411347518,0.09253692626953125
climates,10,32,1415,SVM,5,9,0.8226950354609929,0.08877825736999512
climates,10,32,1415,SVM,6,0,0.7676056338028169,0.0872642993927002
climates,10,32,1415,SVM,6,1,0.7676056338028169,0.07961559295654297
climates,10,32,1415,SVM,6,2,0.7676056338028169,0.08599543571472168
climates,10,32,1415,SVM,6,3,0.7887323943661971,0.07650279998779297
climates,10,32,1415,SVM,6,4,0.8450704225352113,0.08773946762084961
climates,10,32,1415,SVM,6,5,0.723404255319149,0.08301281929016113
climates,10,32,1415,SVM,6,6,0.7730496453900709,0.0834503173828125
climates,10,32,1415,SVM,6,7,0.7446808510638298,0.09575271606445312
climates,10,32,1415,SVM,6,8,0.7588652482269503,0.0853731632232666
climates,10,32,1415,SVM,6,9,0.723404255319149,0.07938265800476074
climates,10,32,1415,SVM,7,0,0.7887323943661971,0.08797931671142578
climates,10,32,1415,SVM,7,1,0.7323943661971831,0.07923340797424316
climates,10,32,1415,SVM,7,2,0.7323943661971831,0.09311819076538086
climates,10,32,1415,SVM,7,3,0.7746478873239436,0.09349441528320312
