,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
0,dry_climates,3,32,522,wflvq,8,0,0.6792452830188679,128.14765191078186
1,dry_climates,3,32,522,wflvq,8,1,0.8113207547169812,64.47424960136414
2,dry_climates,3,32,522,wflvq,8,2,0.8301886792452831,179.016743183136
3,dry_climates,3,32,522,wflvq,8,3,0.8113207547169812,92.67190313339233
4,dry_climates,3,32,522,wflvq,8,4,0.8113207547169812,31.525155305862427
5,dry_climates,3,32,522,wflvq,8,5,0.8269230769230769,31.966668367385864
6,dry_climates,3,32,522,wflvq,8,6,0.75,69.71043252944946
7,dry_climates,3,32,522,wflvq,8,7,0.8269230769230769,52.13291072845459
8,dry_climates,3,32,522,wflvq,8,8,0.8235294117647058,110.03847146034241
9,dry_climates,3,32,522,wflvq,8,9,0.9,44.468353271484375
