,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
0,dry_climates,3,32,522,wflvq,6,0,0.9245283018867925,111.27180123329163
1,dry_climates,3,32,522,wflvq,6,1,0.8867924528301887,56.08933138847351
2,dry_climates,3,32,522,wflvq,6,2,0.7547169811320755,139.5583894252777
3,dry_climates,3,32,522,wflvq,6,3,0.9245283018867925,73.39600706100464
4,dry_climates,3,32,522,wflvq,6,4,0.8113207547169812,40.361761808395386
5,dry_climates,3,32,522,wflvq,6,5,0.8269230769230769,112.67361903190613
6,dry_climates,3,32,522,wflvq,6,6,0.8269230769230769,47.04815626144409
7,dry_climates,3,32,522,wflvq,6,7,0.8653846153846154,86.32397270202637
8,dry_climates,3,32,522,wflvq,6,8,0.803921568627451,134.89442801475525
9,dry_climates,3,32,522,wflvq,6,9,0.82,111.12214589118958
