,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
0,european_climates,2,32,324,wflvq,5,0,0.9090909090909091,44.194522857666016
1,european_climates,2,32,324,wflvq,5,1,0.9090909090909091,20.642321348190308
2,european_climates,2,32,324,wflvq,5,2,0.8181818181818182,10.875608921051025
3,european_climates,2,32,324,wflvq,5,3,0.8787878787878788,27.745702743530273
4,european_climates,2,32,324,wflvq,5,4,0.9696969696969697,35.933311223983765
5,european_climates,2,32,324,wflvq,5,5,0.8787878787878788,11.053152799606323
6,european_climates,2,32,324,wflvq,5,6,0.90625,41.5941846370697
7,european_climates,2,32,324,wflvq,5,7,0.9375,65.29342103004456
8,european_climates,2,32,324,wflvq,5,8,0.9032258064516129,92.00781345367432
9,european_climates,2,32,324,wflvq,5,9,1.0,79.97845482826233
