Unnamed: 0,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time,source_file,algorithm
7,dataset2,2,2.000000,700,sdsa,6,7,0.928571,0.093473,dataset-dataset2-mc-6.csv,sdsa
8,dataset2,2,2.000000,700,sdsa,6,8,0.942857,0.093232,dataset-dataset2-mc-6.csv,sdsa
9,dataset2,2,2.000000,700,sdsa,6,9,0.900000,0.097990,dataset-dataset2-mc-6.csv,sdsa
0,dataset4,2,2.000000,700,sdsa,4,0,0.714286,0.211433,dataset-dataset4-mc-4.csv,sdsa
1,dataset4,2,2.000000,700,sdsa,4,1,0.800000,0.206510,dataset-dataset4-mc-4.csv,sdsa
2,dataset4,2,2.000000,700,sdsa,4,2,0.742857,0.207234,dataset-dataset4-mc-4.csv,sdsa
3,dataset4,2,2.000000,700,sdsa,4,3,0.657143,0.210346,dataset-dataset4-mc-4.csv,sdsa
4,dataset4,2,2.000000,700,sdsa,4,4,0.771429,0.209019,dataset-dataset4-mc-4.csv,sdsa
5,dataset4,2,2.000000,700,sdsa,4,5,0.728571,0.184756,dataset-dataset4-mc-4.csv,sdsa
6,dataset4,2,2.000000,700,sdsa,4,6,0.785714,0.102460,dataset-dataset4-mc-4.csv,sdsa
7,dataset4,2,2.000000,700,sdsa,4,7,0.628571,0.098742,dataset-dataset4-mc-4.csv,sdsa
8,dataset4,2,2.000000,700,sdsa,4,8,0.700000,0.100495,dataset-dataset4-mc-4.csv,sdsa
9,dataset4,2,2.000000,700,sdsa,4,9,0.657143,0.099402,dataset-dataset4-mc-4.csv,sdsa
0,dataset2,2,2.000000,700,sdsa,8,0,0.971429,0.111868,dataset-dataset2-mc-8.csv,sdsa
1,dataset2,2,2.000000,700,sdsa,8,1,0.942857,0.110892,dataset-dataset2-mc-8.csv,sdsa
2,dataset2,2,2.000000,700,sdsa,8,2,0.928571,0.109642,dataset-dataset2-mc-8.csv,sdsa
3,dataset2,2,2.000000,700,sdsa,8,3,0.971429,0.111160,dataset-dataset2-mc-8.csv,sdsa
4,dataset2,2,2.000000,700,sdsa,8,4,1.000000,0.115543,dataset-dataset2-mc-8.csv,sdsa
5,dataset2,2,2.000000,700,sdsa,8,5,0.928571,0.112936,dataset-dataset2-mc-8.csv,sdsa
6,dataset2,2,2.000000,700,sdsa,8,6,0.942857,0.111338,dataset-dataset2-mc-8.csv,sdsa
7,dataset2,2,2.000000,700,sdsa,8,7,0.928571,0.111126,dataset-dataset2-mc-8.csv,sdsa
8,dataset2,2,2.000000,700,sdsa,8,8,0.914286,0.112383,dataset-dataset2-mc-8.csv,sdsa
9,dataset2,2,2.000000,700,sdsa,8,9,0.985714,0.117234,dataset-dataset2-mc-8.csv,sdsa
0,dataset3,2,3.000000,700,sdsa,8,0,0.971429,0.208004,dataset-dataset3-mc-8.csv,sdsa
1,dataset3,2,3.000000,700,sdsa,8,1,0.928571,0.206433,dataset-dataset3-mc-8.csv,sdsa
2,dataset3,2,3.000000,700,sdsa,8,2,0.928571,0.204748,dataset-dataset3-mc-8.csv,sdsa
3,dataset3,2,3.000000,700,sdsa,8,3,0.942857,0.207084,dataset-dataset3-mc-8.csv,sdsa
4,dataset3,2,3.000000,700,sdsa,8,4,0.928571,0.205145,dataset-dataset3-mc-8.csv,sdsa
5,dataset3,2,3.000000,700,sdsa,8,5,0.971429,0.179424,dataset-dataset3-mc-8.csv,sdsa
6,dataset3,2,3.000000,700,sdsa,8,6,0.971429,0.103348,dataset-dataset3-mc-8.csv,sdsa
7,dataset3,2,3.000000,700,sdsa,8,7,1.000000,0.101457,dataset-dataset3-mc-8.csv,sdsa
8,dataset3,2,3.000000,700,sdsa,8,8,0.928571,0.097647,dataset-dataset3-mc-8.csv,sdsa
9,dataset3,2,3.000000,700,sdsa,8,9,0.971429,0.098011,dataset-dataset3-mc-8.csv,sdsa
0,dry-climates,3,16.000000,522,sdsa,8,0,0.924528,0.384799,dataset-dry-climates-mc-8.csv,sdsa
1,dry-climates,3,16.000000,522,sdsa,8,1,0.867925,0.362014,dataset-dry-climates-mc-8.csv,sdsa
2,dry-climates,3,16.000000,522,sdsa,8,2,0.942308,0.354861,dataset-dry-climates-mc-8.csv,sdsa
3,dry-climates,3,16.000000,522,sdsa,8,3,1.000000,0.354182,dataset-dry-climates-mc-8.csv,sdsa
4,dry-climates,3,16.000000,522,sdsa,8,4,0.961538,0.363670,dataset-dry-climates-mc-8.csv,sdsa
5,dry-climates,3,16.000000,522,sdsa,8,5,0.865385,0.266679,dataset-dry-climates-mc-8.csv,sdsa
6,dry-climates,3,16.000000,522,sdsa,8,6,0.923077,0.183264,dataset-dry-climates-mc-8.csv,sdsa
7,dry-climates,3,16.000000,522,sdsa,8,7,0.923077,0.172335,dataset-dry-climates-mc-8.csv,sdsa
8,dry-climates,3,16.000000,522,sdsa,8,8,0.903846,0.170601,dataset-dry-climates-mc-8.csv,sdsa
9,dry-climates,3,16.000000,522,sdsa,8,9,0.903846,0.169071,dataset-dry-climates-mc-8.csv,sdsa
0,dataset1,2,2.000000,400,sdsa,4,0,0.925000,0.061290,dataset-dataset1-mc-4.csv,sdsa
1,dataset1,2,2.000000,400,sdsa,4,1,0.925000,0.059978,dataset-dataset1-mc-4.csv,sdsa
2,dataset1,2,2.000000,400,sdsa,4,2,0.925000,0.061439,dataset-dataset1-mc-4.csv,sdsa
3,dataset1,2,2.000000,400,sdsa,4,3,0.900000,0.060851,dataset-dataset1-mc-4.csv,sdsa
4,dataset1,2,2.000000,400,sdsa,4,4,0.975000,0.059693,dataset-dataset1-mc-4.csv,sdsa
5,dataset1,2,2.000000,400,sdsa,4,5,0.875000,0.061079,dataset-dataset1-mc-4.csv,sdsa
6,dataset1,2,2.000000,400,sdsa,4,6,0.900000,0.061007,dataset-dataset1-mc-4.csv,sdsa
7,dataset1,2,2.000000,400,sdsa,4,7,0.950000,0.062948,dataset-dataset1-mc-4.csv,sdsa
8,dataset1,2,2.000000,400,sdsa,4,8,0.975000,0.061049,dataset-dataset1-mc-4.csv,sdsa
9,dataset1,2,2.000000,400,sdsa,4,9,0.975000,0.060523,dataset-dataset1-mc-4.csv,sdsa
0,dry-climates,3,16.000000,522,sdsa,2,0,0.943396,0.197384,dataset-dry-climates-mc-2.csv,sdsa
1,dry-climates,3,16.000000,522,sdsa,2,1,0.886792,0.204424,dataset-dry-climates-mc-2.csv,sdsa
2,dry-climates,3,16.000000,522,sdsa,2,2,0.903846,0.199767,dataset-dry-climates-mc-2.csv,sdsa
3,dry-climates,3,16.000000,522,sdsa,2,3,0.961538,0.213686,dataset-dry-climates-mc-2.csv,sdsa
4,dry-climates,3,16.000000,522,sdsa,2,4,0.846154,0.199871,dataset-dry-climates-mc-2.csv,sdsa
5,dry-climates,3,16.000000,522,sdsa,2,5,0.942308,0.197799,dataset-dry-climates-mc-2.csv,sdsa
6,dry-climates,3,16.000000,522,sdsa,2,6,0.903846,0.194626,dataset-dry-climates-mc-2.csv,sdsa
7,dry-climates,3,16.000000,522,sdsa,2,7,0.942308,0.193871,dataset-dry-climates-mc-2.csv,sdsa
8,dry-climates,3,16.000000,522,sdsa,2,8,0.942308,0.201146,dataset-dry-climates-mc-2.csv,sdsa
9,dry-climates,3,16.000000,522,sdsa,2,9,0.923077,0.201629,dataset-dry-climates-mc-2.csv,sdsa
0,european-climates,2,16.000000,324,sdsa,1,0,0.909091,0.118114,dataset-european-climates-mc-1.csv,sdsa
1,european-climates,2,16.000000,324,sdsa,1,1,0.939394,0.114369,dataset-european-climates-mc-1.csv,sdsa
2,european-climates,2,16.000000,324,sdsa,1,2,0.969697,0.114169,dataset-european-climates-mc-1.csv,sdsa
3,european-climates,2,16.000000,324,sdsa,1,3,0.878788,0.113354,dataset-european-climates-mc-1.csv,sdsa
4,european-climates,2,16.000000,324,sdsa,1,4,0.968750,0.111983,dataset-european-climates-mc-1.csv,sdsa
5,european-climates,2,16.000000,324,sdsa,1,5,0.937500,0.111804,dataset-european-climates-mc-1.csv,sdsa
6,european-climates,2,16.000000,324,sdsa,1,6,0.875000,0.111766,dataset-european-climates-mc-1.csv,sdsa
7,european-climates,2,16.000000,324,sdsa,1,7,1.000000,0.114924,dataset-european-climates-mc-1.csv,sdsa
8,european-climates,2,16.000000,324,sdsa,1,8,0.937500,0.114633,dataset-european-climates-mc-1.csv,sdsa
9,european-climates,2,16.000000,324,sdsa,1,9,0.937500,0.118903,dataset-european-climates-mc-1.csv,sdsa
0,dataset1,2,2.000000,400,sdsa,5,0,0.950000,0.063191,dataset-dataset1-mc-5.csv,sdsa
1,dataset1,2,2.000000,400,sdsa,5,1,0.875000,0.066509,dataset-dataset1-mc-5.csv,sdsa
2,dataset1,2,2.000000,400,sdsa,5,2,1.000000,0.064002,dataset-dataset1-mc-5.csv,sdsa
3,dataset1,2,2.000000,400,sdsa,5,3,0.900000,0.067155,dataset-dataset1-mc-5.csv,sdsa
4,dataset1,2,2.000000,400,sdsa,5,4,0.950000,0.066780,dataset-dataset1-mc-5.csv,sdsa
5,dataset1,2,2.000000,400,sdsa,5,5,0.975000,0.063277,dataset-dataset1-mc-5.csv,sdsa
6,dataset1,2,2.000000,400,sdsa,5,6,0.900000,0.066403,dataset-dataset1-mc-5.csv,sdsa
7,dataset1,2,2.000000,400,sdsa,5,7,0.950000,0.059963,dataset-dataset1-mc-5.csv,sdsa
8,dataset1,2,2.000000,400,sdsa,5,8,0.950000,0.068605,dataset-dataset1-mc-5.csv,sdsa
9,dataset1,2,2.000000,400,sdsa,5,9,0.900000,0.063125,dataset-dataset1-mc-5.csv,sdsa
0,mushroom,2,3.000000,154,sdsa,6,0,0.687500,0.017215,dataset-mushroom-mc-6.csv,sdsa
1,mushroom,2,3.000000,154,sdsa,6,1,0.625000,0.015727,dataset-mushroom-mc-6.csv,sdsa
2,mushroom,2,3.000000,154,sdsa,6,2,0.562500,0.017081,dataset-mushroom-mc-6.csv,sdsa
3,mushroom,2,3.000000,154,sdsa,6,3,0.812500,0.016043,dataset-mushroom-mc-6.csv,sdsa
4,mushroom,2,3.000000,154,sdsa,6,4,0.533333,0.016370,dataset-mushroom-mc-6.csv,sdsa
5,mushroom,2,3.000000,154,sdsa,6,5,0.600000,0.017563,dataset-mushroom-mc-6.csv,sdsa
6,mushroom,2,3.000000,154,sdsa,6,6,0.533333,0.016810,dataset-mushroom-mc-6.csv,sdsa
7,mushroom,2,3.000000,154,sdsa,6,7,0.533333,0.016875,dataset-mushroom-mc-6.csv,sdsa
8,mushroom,2,3.000000,154,sdsa,6,8,0.600000,0.016858,dataset-mushroom-mc-6.csv,sdsa
9,mushroom,2,3.000000,154,sdsa,6,9,0.666667,0.016756,dataset-mushroom-mc-6.csv,sdsa
0,european-climates,2,16.000000,324,sdsa,0,0,0.909091,0.112793,dataset-european-climates-mc-0.csv,sdsa
1,european-climates,2,16.000000,324,sdsa,0,1,0.969697,0.110200,dataset-european-climates-mc-0.csv,sdsa
2,european-climates,2,16.000000,324,sdsa,0,2,1.000000,0.113086,dataset-european-climates-mc-0.csv,sdsa
3,european-climates,2,16.000000,324,sdsa,0,3,0.939394,0.113783,dataset-european-climates-mc-0.csv,sdsa
4,european-climates,2,16.000000,324,sdsa,0,4,0.968750,0.125827,dataset-european-climates-mc-0.csv,sdsa
5,european-climates,2,16.000000,324,sdsa,0,5,0.906250,0.118644,dataset-european-climates-mc-0.csv,sdsa
6,european-climates,2,16.000000,324,sdsa,0,6,0.968750,0.111050,dataset-european-climates-mc-0.csv,sdsa
7,european-climates,2,16.000000,324,sdsa,0,7,0.937500,0.115430,dataset-european-climates-mc-0.csv,sdsa
8,european-climates,2,16.000000,324,sdsa,0,8,0.875000,0.113837,dataset-european-climates-mc-0.csv,sdsa
9,european-climates,2,16.000000,324,sdsa,0,9,0.968750,0.115315,dataset-european-climates-mc-0.csv,sdsa
0,dry-climates,3,16.000000,522,sdsa,1,0,0.962264,0.198629,dataset-dry-climates-mc-1.csv,sdsa
1,dry-climates,3,16.000000,522,sdsa,1,1,0.943396,0.189822,dataset-dry-climates-mc-1.csv,sdsa
2,dry-climates,3,16.000000,522,sdsa,1,2,0.942308,0.205894,dataset-dry-climates-mc-1.csv,sdsa
3,dry-climates,3,16.000000,522,sdsa,1,3,0.903846,0.205089,dataset-dry-climates-mc-1.csv,sdsa
4,dry-climates,3,16.000000,522,sdsa,1,4,0.865385,0.199675,dataset-dry-climates-mc-1.csv,sdsa
5,dry-climates,3,16.000000,522,sdsa,1,5,0.942308,0.201417,dataset-dry-climates-mc-1.csv,sdsa
6,dry-climates,3,16.000000,522,sdsa,1,6,1.000000,0.200846,dataset-dry-climates-mc-1.csv,sdsa
7,dry-climates,3,16.000000,522,sdsa,1,7,0.865385,0.192564,dataset-dry-climates-mc-1.csv,sdsa
8,dry-climates,3,16.000000,522,sdsa,1,8,0.942308,0.196770,dataset-dry-climates-mc-1.csv,sdsa
9,dry-climates,3,16.000000,522,sdsa,1,9,0.980769,0.193367,dataset-dry-climates-mc-1.csv,sdsa
0,dry-climates,3,16.000000,522,sdsa,9,0,0.905660,0.198918,dataset-dry-climates-mc-9.csv,sdsa
1,dry-climates,3,16.000000,522,sdsa,9,1,0.905660,0.197379,dataset-dry-climates-mc-9.csv,sdsa
2,dry-climates,3,16.000000,522,sdsa,9,2,0.980769,0.193162,dataset-dry-climates-mc-9.csv,sdsa
3,dry-climates,3,16.000000,522,sdsa,9,3,0.961538,0.205502,dataset-dry-climates-mc-9.csv,sdsa
4,dry-climates,3,16.000000,522,sdsa,9,4,0.961538,0.206554,dataset-dry-climates-mc-9.csv,sdsa
5,dry-climates,3,16.000000,522,sdsa,9,5,0.923077,0.218342,dataset-dry-climates-mc-9.csv,sdsa
6,dry-climates,3,16.000000,522,sdsa,9,6,0.903846,0.198390,dataset-dry-climates-mc-9.csv,sdsa
7,dry-climates,3,16.000000,522,sdsa,9,7,0.865385,0.204677,dataset-dry-climates-mc-9.csv,sdsa
8,dry-climates,3,16.000000,522,sdsa,9,8,0.923077,0.200265,dataset-dry-climates-mc-9.csv,sdsa
9,dry-climates,3,16.000000,522,sdsa,9,9,0.942308,0.198526,dataset-dry-climates-mc-9.csv,sdsa
0,dataset1,2,2.000000,400,sdsa,6,0,0.925000,0.060129,dataset-dataset1-mc-6.csv,sdsa
1,dataset1,2,2.000000,400,sdsa,6,1,0.825000,0.059955,dataset-dataset1-mc-6.csv,sdsa
2,dataset1,2,2.000000,400,sdsa,6,2,1.000000,0.059934,dataset-dataset1-mc-6.csv,sdsa
3,dataset1,2,2.000000,400,sdsa,6,3,0.950000,0.060141,dataset-dataset1-mc-6.csv,sdsa
4,dataset1,2,2.000000,400,sdsa,6,4,0.925000,0.059371,dataset-dataset1-mc-6.csv,sdsa
5,dataset1,2,2.000000,400,sdsa,6,5,0.975000,0.059788,dataset-dataset1-mc-6.csv,sdsa
6,dataset1,2,2.000000,400,sdsa,6,6,0.950000,0.059563,dataset-dataset1-mc-6.csv,sdsa
7,dataset1,2,2.000000,400,sdsa,6,7,0.925000,0.063703,dataset-dataset1-mc-6.csv,sdsa
8,dataset1,2,2.000000,400,sdsa,6,8,0.925000,0.062208,dataset-dataset1-mc-6.csv,sdsa
9,dataset1,2,2.000000,400,sdsa,6,9,0.925000,0.072321,dataset-dataset1-mc-6.csv,sdsa
0,dataset1,2,2.000000,400,sdsa,2,0,0.925000,0.060737,dataset-dataset1-mc-2.csv,sdsa
1,dataset1,2,2.000000,400,sdsa,2,1,0.975000,0.059503,dataset-dataset1-mc-2.csv,sdsa
2,dataset1,2,2.000000,400,sdsa,2,2,0.925000,0.060677,dataset-dataset1-mc-2.csv,sdsa
3,dataset1,2,2.000000,400,sdsa,2,3,0.900000,0.061076,dataset-dataset1-mc-2.csv,sdsa
4,dataset1,2,2.000000,400,sdsa,2,4,0.950000,0.060730,dataset-dataset1-mc-2.csv,sdsa
5,dataset1,2,2.000000,400,sdsa,2,5,0.950000,0.062507,dataset-dataset1-mc-2.csv,sdsa
6,dataset1,2,2.000000,400,sdsa,2,6,0.875000,0.063740,dataset-dataset1-mc-2.csv,sdsa
7,dataset1,2,2.000000,400,sdsa,2,7,0.950000,0.061814,dataset-dataset1-mc-2.csv,sdsa
8,dataset1,2,2.000000,400,sdsa,2,8,0.850000,0.060305,dataset-dataset1-mc-2.csv,sdsa
9,dataset1,2,2.000000,400,sdsa,2,9,0.950000,0.061522,dataset-dataset1-mc-2.csv,sdsa
0,dataset4,2,2.000000,700,sdsa,0,0,0.742857,0.117498,dataset-dataset4-mc-0.csv,sdsa
1,dataset4,2,2.000000,700,sdsa,0,1,0.685714,0.117989,dataset-dataset4-mc-0.csv,sdsa
2,dataset4,2,2.000000,700,sdsa,0,2,0.728571,0.115513,dataset-dataset4-mc-0.csv,sdsa
3,dataset4,2,2.000000,700,sdsa,0,3,0.728571,0.116876,dataset-dataset4-mc-0.csv,sdsa
4,dataset4,2,2.000000,700,sdsa,0,4,0.785714,0.116484,dataset-dataset4-mc-0.csv,sdsa
5,dataset4,2,2.000000,700,sdsa,0,5,0.728571,0.120045,dataset-dataset4-mc-0.csv,sdsa
6,dataset4,2,2.000000,700,sdsa,0,6,0.614286,0.121106,dataset-dataset4-mc-0.csv,sdsa
7,dataset4,2,2.000000,700,sdsa,0,7,0.742857,0.122319,dataset-dataset4-mc-0.csv,sdsa
8,dataset4,2,2.000000,700,sdsa,0,8,0.800000,0.123946,dataset-dataset4-mc-0.csv,sdsa
9,dataset4,2,2.000000,700,sdsa,0,9,0.728571,0.120209,dataset-dataset4-mc-0.csv,sdsa
0,dataset1,2,2.000000,400,sdsa,1,0,0.875000,0.106626,dataset-dataset1-mc-1.csv,sdsa
1,dataset1,2,2.000000,400,sdsa,1,1,0.950000,0.104816,dataset-dataset1-mc-1.csv,sdsa
2,dataset1,2,2.000000,400,sdsa,1,2,0.950000,0.103838,dataset-dataset1-mc-1.csv,sdsa
3,dataset1,2,2.000000,400,sdsa,1,3,0.900000,0.104038,dataset-dataset1-mc-1.csv,sdsa
4,dataset1,2,2.000000,400,sdsa,1,4,0.900000,0.104210,dataset-dataset1-mc-1.csv,sdsa
5,dataset1,2,2.000000,400,sdsa,1,5,0.975000,0.099369,dataset-dataset1-mc-1.csv,sdsa
6,dataset1,2,2.000000,400,sdsa,1,6,0.950000,0.053523,dataset-dataset1-mc-1.csv,sdsa
7,dataset1,2,2.000000,400,sdsa,1,7,0.950000,0.051271,dataset-dataset1-mc-1.csv,sdsa
8,dataset1,2,2.000000,400,sdsa,1,8,0.975000,0.050987,dataset-dataset1-mc-1.csv,sdsa
9,dataset1,2,2.000000,400,sdsa,1,9,0.875000,0.051850,dataset-dataset1-mc-1.csv,sdsa
0,dataset2,2,2.000000,700,sdsa,0,0,1.000000,0.196666,dataset-dataset2-mc-0.csv,sdsa
1,dataset2,2,2.000000,700,sdsa,0,1,0.971429,0.195153,dataset-dataset2-mc-0.csv,sdsa
2,dataset2,2,2.000000,700,sdsa,0,2,0.957143,0.194766,dataset-dataset2-mc-0.csv,sdsa
3,dataset2,2,2.000000,700,sdsa,0,3,0.928571,0.192688,dataset-dataset2-mc-0.csv,sdsa
4,dataset2,2,2.000000,700,sdsa,0,4,0.957143,0.193434,dataset-dataset2-mc-0.csv,sdsa
5,dataset2,2,2.000000,700,sdsa,0,5,0.857143,0.178703,dataset-dataset2-mc-0.csv,sdsa
6,dataset2,2,2.000000,700,sdsa,0,6,0.971429,0.094801,dataset-dataset2-mc-0.csv,sdsa
7,dataset2,2,2.000000,700,sdsa,0,7,0.971429,0.093631,dataset-dataset2-mc-0.csv,sdsa
8,dataset2,2,2.000000,700,sdsa,0,8,0.942857,0.094559,dataset-dataset2-mc-0.csv,sdsa
9,dataset2,2,2.000000,700,sdsa,0,9,0.957143,0.095890,dataset-dataset2-mc-0.csv,sdsa
0,climates,10,16.000000,1415,sdsa,4,0,0.767606,0.814955,dataset-climates-mc-4.csv,sdsa
1,climates,10,16.000000,1415,sdsa,4,1,0.774648,0.827878,dataset-climates-mc-4.csv,sdsa
2,climates,10,16.000000,1415,sdsa,4,2,0.760563,0.813822,dataset-climates-mc-4.csv,sdsa
3,climates,10,16.000000,1415,sdsa,4,3,0.704225,0.825850,dataset-climates-mc-4.csv,sdsa
4,climates,10,16.000000,1415,sdsa,4,4,0.732394,0.771964,dataset-climates-mc-4.csv,sdsa
5,climates,10,16.000000,1415,sdsa,4,5,0.780142,0.817392,dataset-climates-mc-4.csv,sdsa
6,climates,10,16.000000,1415,sdsa,4,6,0.730496,0.809831,dataset-climates-mc-4.csv,sdsa
7,climates,10,16.000000,1415,sdsa,4,7,0.773050,0.798705,dataset-climates-mc-4.csv,sdsa
8,climates,10,16.000000,1415,sdsa,4,8,0.716312,0.826190,dataset-climates-mc-4.csv,sdsa
9,climates,10,16.000000,1415,sdsa,4,9,0.744681,0.812966,dataset-climates-mc-4.csv,sdsa
0,european-climates,2,16.000000,324,sdsa,5,0,0.909091,0.111380,dataset-european-climates-mc-5.csv,sdsa
1,european-climates,2,16.000000,324,sdsa,5,1,0.848485,0.110902,dataset-european-climates-mc-5.csv,sdsa
2,european-climates,2,16.000000,324,sdsa,5,2,0.909091,0.113235,dataset-european-climates-mc-5.csv,sdsa
3,european-climates,2,16.000000,324,sdsa,5,3,0.969697,0.114617,dataset-european-climates-mc-5.csv,sdsa
4,european-climates,2,16.000000,324,sdsa,5,4,0.937500,0.111243,dataset-european-climates-mc-5.csv,sdsa
5,european-climates,2,16.000000,324,sdsa,5,5,0.968750,0.111418,dataset-european-climates-mc-5.csv,sdsa
6,european-climates,2,16.000000,324,sdsa,5,6,0.937500,0.109493,dataset-european-climates-mc-5.csv,sdsa
7,european-climates,2,16.000000,324,sdsa,5,7,0.937500,0.115721,dataset-european-climates-mc-5.csv,sdsa
8,european-climates,2,16.000000,324,sdsa,5,8,0.968750,0.111827,dataset-european-climates-mc-5.csv,sdsa
9,european-climates,2,16.000000,324,sdsa,5,9,0.968750,0.111882,dataset-european-climates-mc-5.csv,sdsa
0,climates,10,16.000000,1415,sdsa,2,0,0.781690,1.400236,dataset-climates-mc-2.csv,sdsa
1,climates,10,16.000000,1415,sdsa,2,1,0.760563,1.332748,dataset-climates-mc-2.csv,sdsa
2,climates,10,16.000000,1415,sdsa,2,2,0.760563,1.351593,dataset-climates-mc-2.csv,sdsa
3,climates,10,16.000000,1415,sdsa,2,3,0.802817,1.340104,dataset-climates-mc-2.csv,sdsa
4,climates,10,16.000000,1415,sdsa,2,4,0.788732,1.324150,dataset-climates-mc-2.csv,sdsa
5,climates,10,16.000000,1415,sdsa,2,5,0.751773,1.320314,dataset-climates-mc-2.csv,sdsa
6,climates,10,16.000000,1415,sdsa,2,6,0.730496,0.716236,dataset-climates-mc-2.csv,sdsa
7,climates,10,16.000000,1415,sdsa,2,7,0.709220,0.697394,dataset-climates-mc-2.csv,sdsa
8,climates,10,16.000000,1415,sdsa,2,8,0.666667,0.683850,dataset-climates-mc-2.csv,sdsa
9,climates,10,16.000000,1415,sdsa,2,9,0.808511,0.688465,dataset-climates-mc-2.csv,sdsa
0,dataset3,2,3.000000,700,sdsa,0,0,0.928571,0.208084,dataset-dataset3-mc-0.csv,sdsa
1,dataset3,2,3.000000,700,sdsa,0,1,0.942857,0.206274,dataset-dataset3-mc-0.csv,sdsa
2,dataset3,2,3.000000,700,sdsa,0,2,0.900000,0.204872,dataset-dataset3-mc-0.csv,sdsa
3,dataset3,2,3.000000,700,sdsa,0,3,0.985714,0.206858,dataset-dataset3-mc-0.csv,sdsa
4,dataset3,2,3.000000,700,sdsa,0,4,0.957143,0.205250,dataset-dataset3-mc-0.csv,sdsa
5,dataset3,2,3.000000,700,sdsa,0,5,0.971429,0.181365,dataset-dataset3-mc-0.csv,sdsa
6,dataset3,2,3.000000,700,sdsa,0,6,0.942857,0.102455,dataset-dataset3-mc-0.csv,sdsa
7,dataset3,2,3.000000,700,sdsa,0,7,0.971429,0.100324,dataset-dataset3-mc-0.csv,sdsa
8,dataset3,2,3.000000,700,sdsa,0,8,1.000000,0.097200,dataset-dataset3-mc-0.csv,sdsa
9,dataset3,2,3.000000,700,sdsa,0,9,0.957143,0.096567,dataset-dataset3-mc-0.csv,sdsa
0,european-climates,2,16.000000,324,sdsa,2,0,1.000000,0.112856,dataset-european-climates-mc-2.csv,sdsa
1,european-climates,2,16.000000,324,sdsa,2,1,1.000000,0.109516,dataset-european-climates-mc-2.csv,sdsa
2,european-climates,2,16.000000,324,sdsa,2,2,0.969697,0.110362,dataset-european-climates-mc-2.csv,sdsa
3,european-climates,2,16.000000,324,sdsa,2,3,1.000000,0.117471,dataset-european-climates-mc-2.csv,sdsa
4,european-climates,2,16.000000,324,sdsa,2,4,0.937500,0.113680,dataset-european-climates-mc-2.csv,sdsa
5,european-climates,2,16.000000,324,sdsa,2,5,0.968750,0.115597,dataset-european-climates-mc-2.csv,sdsa
6,european-climates,2,16.000000,324,sdsa,2,6,0.937500,0.112408,dataset-european-climates-mc-2.csv,sdsa
7,european-climates,2,16.000000,324,sdsa,2,7,0.937500,0.112777,dataset-european-climates-mc-2.csv,sdsa
8,european-climates,2,16.000000,324,sdsa,2,8,0.968750,0.111364,dataset-european-climates-mc-2.csv,sdsa
9,european-climates,2,16.000000,324,sdsa,2,9,0.937500,0.113930,dataset-european-climates-mc-2.csv,sdsa
0,dataset4,2,2.000000,700,sdsa,6,0,0.700000,0.119266,dataset-dataset4-mc-6.csv,sdsa
1,dataset4,2,2.000000,700,sdsa,6,1,0.771429,0.126101,dataset-dataset4-mc-6.csv,sdsa
2,dataset4,2,2.000000,700,sdsa,6,2,0.714286,0.122525,dataset-dataset4-mc-6.csv,sdsa
3,dataset4,2,2.000000,700,sdsa,6,3,0.728571,0.123930,dataset-dataset4-mc-6.csv,sdsa
4,dataset4,2,2.000000,700,sdsa,6,4,0.657143,0.125774,dataset-dataset4-mc-6.csv,sdsa
5,dataset4,2,2.000000,700,sdsa,6,5,0.771429,0.135808,dataset-dataset4-mc-6.csv,sdsa
6,dataset4,2,2.000000,700,sdsa,6,6,0.742857,0.124161,dataset-dataset4-mc-6.csv,sdsa
7,dataset4,2,2.000000,700,sdsa,6,7,0.700000,0.124067,dataset-dataset4-mc-6.csv,sdsa
8,dataset4,2,2.000000,700,sdsa,6,8,0.728571,0.124197,dataset-dataset4-mc-6.csv,sdsa
9,dataset4,2,2.000000,700,sdsa,6,9,0.728571,0.118370,dataset-dataset4-mc-6.csv,sdsa
0,dataset4,2,2.000000,700,sdsa,7,0,0.685714,0.115845,dataset-dataset4-mc-7.csv,sdsa
1,dataset4,2,2.000000,700,sdsa,7,1,0.685714,0.116209,dataset-dataset4-mc-7.csv,sdsa
2,dataset4,2,2.000000,700,sdsa,7,2,0.742857,0.114414,dataset-dataset4-mc-7.csv,sdsa
3,dataset4,2,2.000000,700,sdsa,7,3,0.728571,0.116215,dataset-dataset4-mc-7.csv,sdsa
4,dataset4,2,2.000000,700,sdsa,7,4,0.671429,0.115454,dataset-dataset4-mc-7.csv,sdsa
5,dataset4,2,2.000000,700,sdsa,7,5,0.828571,0.119594,dataset-dataset4-mc-7.csv,sdsa
6,dataset4,2,2.000000,700,sdsa,7,6,0.714286,0.122772,dataset-dataset4-mc-7.csv,sdsa
7,dataset4,2,2.000000,700,sdsa,7,7,0.771429,0.126014,dataset-dataset4-mc-7.csv,sdsa
8,dataset4,2,2.000000,700,sdsa,7,8,0.685714,0.125000,dataset-dataset4-mc-7.csv,sdsa
9,dataset4,2,2.000000,700,sdsa,7,9,0.714286,0.121615,dataset-dataset4-mc-7.csv,sdsa
0,dataset4,2,2.000000,700,sdsa,2,0,0.757143,0.118884,dataset-dataset4-mc-2.csv,sdsa
