Unnamed: 0,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
1,dataset4,2,2.000000,700,sdsa_rf_not_update,8,1,0.828571,0.648903
2,dataset4,2,2.000000,700,sdsa_rf_not_update,8,2,0.642857,0.650224
3,dataset4,2,2.000000,700,sdsa_rf_not_update,8,3,0.771429,0.649834
4,dataset4,2,2.000000,700,sdsa_rf_not_update,8,4,0.685714,0.635220
5,dataset4,2,2.000000,700,sdsa_rf_not_update,8,5,0.742857,0.609662
6,dataset4,2,2.000000,700,sdsa_rf_not_update,8,6,0.728571,0.635185
7,dataset4,2,2.000000,700,sdsa_rf_not_update,8,7,0.671429,0.614840
8,dataset4,2,2.000000,700,sdsa_rf_not_update,8,8,0.642857,0.625071
9,dataset4,2,2.000000,700,sdsa_rf_not_update,8,9,0.757143,0.616760
0,climates,10,16.000000,1415,sdsa_rf_not_update,9,0,0.732394,2.318143
1,climates,10,16.000000,1415,sdsa_rf_not_update,9,1,0.845070,1.580366
2,climates,10,16.000000,1415,sdsa_rf_not_update,9,2,0.788732,1.482876
3,climates,10,16.000000,1415,sdsa_rf_not_update,9,3,0.760563,1.534335
4,climates,10,16.000000,1415,sdsa_rf_not_update,9,4,0.774648,1.521607
5,climates,10,16.000000,1415,sdsa_rf_not_update,9,5,0.730496,1.518699
6,climates,10,16.000000,1415,sdsa_rf_not_update,9,6,0.808511,1.509103
7,climates,10,16.000000,1415,sdsa_rf_not_update,9,7,0.794326,1.608724
8,climates,10,16.000000,1415,sdsa_rf_not_update,9,8,0.716312,1.545641
9,climates,10,16.000000,1415,sdsa_rf_not_update,9,9,0.730496,1.493763
0,climates,10,16.000000,1415,sdsa_rf_not_update,8,0,0.746479,2.702966
1,climates,10,16.000000,1415,sdsa_rf_not_update,8,1,0.732394,1.569678
2,climates,10,16.000000,1415,sdsa_rf_not_update,8,2,0.809859,1.498699
3,climates,10,16.000000,1415,sdsa_rf_not_update,8,3,0.760563,1.490029
4,climates,10,16.000000,1415,sdsa_rf_not_update,8,4,0.802817,1.566219
5,climates,10,16.000000,1415,sdsa_rf_not_update,8,5,0.794326,1.452968
6,climates,10,16.000000,1415,sdsa_rf_not_update,8,6,0.751773,1.543431
7,climates,10,16.000000,1415,sdsa_rf_not_update,8,7,0.723404,1.599631
8,climates,10,16.000000,1415,sdsa_rf_not_update,8,8,0.723404,1.531754
9,climates,10,16.000000,1415,sdsa_rf_not_update,8,9,0.773050,1.516262
0,european-climates,2,16.000000,324,sdsa_rf_not_update,3,0,0.848485,0.508111
1,european-climates,2,16.000000,324,sdsa_rf_not_update,3,1,0.969697,0.479870
2,european-climates,2,16.000000,324,sdsa_rf_not_update,3,2,0.969697,0.462672
3,european-climates,2,16.000000,324,sdsa_rf_not_update,3,3,0.969697,0.417550
4,european-climates,2,16.000000,324,sdsa_rf_not_update,3,4,0.968750,0.514927
5,european-climates,2,16.000000,324,sdsa_rf_not_update,3,5,0.843750,0.537209
6,european-climates,2,16.000000,324,sdsa_rf_not_update,3,6,0.968750,0.397020
7,european-climates,2,16.000000,324,sdsa_rf_not_update,3,7,0.937500,0.469921
8,european-climates,2,16.000000,324,sdsa_rf_not_update,3,8,0.937500,0.534794
9,european-climates,2,16.000000,324,sdsa_rf_not_update,3,9,0.937500,0.371229
0,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,0,0.981132,0.653106
1,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,1,0.981132,0.630301
2,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,2,0.903846,0.637616
3,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,3,0.884615,0.719435
4,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,4,0.980769,0.561457
5,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,5,0.942308,0.535434
6,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,6,0.923077,0.732849
7,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,7,0.923077,0.749282
8,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,8,1.000000,0.555623
9,dry-climates,3,16.000000,522,sdsa_rf_not_update,5,9,0.923077,0.703274
0,dataset2,2,2.000000,700,sdsa_rf_not_update,1,0,0.971429,0.835201
1,dataset2,2,2.000000,700,sdsa_rf_not_update,1,1,0.957143,0.790169
2,dataset2,2,2.000000,700,sdsa_rf_not_update,1,2,0.957143,0.803577
3,dataset2,2,2.000000,700,sdsa_rf_not_update,1,3,0.971429,0.829505
4,dataset2,2,2.000000,700,sdsa_rf_not_update,1,4,0.971429,0.766603
5,dataset2,2,2.000000,700,sdsa_rf_not_update,1,5,0.957143,0.813495
6,dataset2,2,2.000000,700,sdsa_rf_not_update,1,6,0.900000,0.760012
7,dataset2,2,2.000000,700,sdsa_rf_not_update,1,7,0.900000,0.759758
8,dataset2,2,2.000000,700,sdsa_rf_not_update,1,8,0.885714,0.803467
9,dataset2,2,2.000000,700,sdsa_rf_not_update,1,9,0.928571,0.775836
0,mushroom,2,3.000000,154,sdsa_rf_not_update,8,0,0.687500,0.388444
1,mushroom,2,3.000000,154,sdsa_rf_not_update,8,1,0.500000,0.209836
2,mushroom,2,3.000000,154,sdsa_rf_not_update,8,2,0.625000,0.173915
3,mushroom,2,3.000000,154,sdsa_rf_not_update,8,3,0.687500,0.159880
4,mushroom,2,3.000000,154,sdsa_rf_not_update,8,4,0.733333,0.147937
5,mushroom,2,3.000000,154,sdsa_rf_not_update,8,5,0.733333,0.167839
6,mushroom,2,3.000000,154,sdsa_rf_not_update,8,6,0.666667,0.144655
7,mushroom,2,3.000000,154,sdsa_rf_not_update,8,7,0.800000,0.146776
8,mushroom,2,3.000000,154,sdsa_rf_not_update,8,8,0.466667,0.155014
9,mushroom,2,3.000000,154,sdsa_rf_not_update,8,9,0.800000,0.159100
0,dataset2,2,2.000000,700,sdsa_rf_not_update,9,0,0.942857,0.613532
1,dataset2,2,2.000000,700,sdsa_rf_not_update,9,1,0.971429,0.501686
2,dataset2,2,2.000000,700,sdsa_rf_not_update,9,2,0.957143,0.509927
3,dataset2,2,2.000000,700,sdsa_rf_not_update,9,3,0.900000,0.567909
4,dataset2,2,2.000000,700,sdsa_rf_not_update,9,4,0.900000,0.524582
5,dataset2,2,2.000000,700,sdsa_rf_not_update,9,5,0.957143,0.520004
6,dataset2,2,2.000000,700,sdsa_rf_not_update,9,6,0.971429,0.513609
7,dataset2,2,2.000000,700,sdsa_rf_not_update,9,7,0.957143,0.499538
8,dataset2,2,2.000000,700,sdsa_rf_not_update,9,8,0.885714,0.474920
9,dataset2,2,2.000000,700,sdsa_rf_not_update,9,9,0.928571,0.509176
0,dataset4,2,2.000000,700,sdsa_rf_not_update,0,0,0.700000,0.940210
1,dataset4,2,2.000000,700,sdsa_rf_not_update,0,1,0.714286,0.948918
2,dataset4,2,2.000000,700,sdsa_rf_not_update,0,2,0.714286,0.911706
3,dataset4,2,2.000000,700,sdsa_rf_not_update,0,3,0.614286,0.905016
4,dataset4,2,2.000000,700,sdsa_rf_not_update,0,4,0.728571,0.959910
5,dataset4,2,2.000000,700,sdsa_rf_not_update,0,5,0.657143,0.939984
6,dataset4,2,2.000000,700,sdsa_rf_not_update,0,6,0.728571,0.949998
7,dataset4,2,2.000000,700,sdsa_rf_not_update,0,7,0.728571,0.960992
8,dataset4,2,2.000000,700,sdsa_rf_not_update,0,8,0.814286,0.955220
9,dataset4,2,2.000000,700,sdsa_rf_not_update,0,9,0.771429,0.960965
0,dataset4,2,2.000000,700,sdsa_rf_not_update,1,0,0.771429,0.906403
1,dataset4,2,2.000000,700,sdsa_rf_not_update,1,1,0.700000,0.962212
2,dataset4,2,2.000000,700,sdsa_rf_not_update,1,2,0.785714,0.918863
3,dataset4,2,2.000000,700,sdsa_rf_not_update,1,3,0.800000,0.939138
4,dataset4,2,2.000000,700,sdsa_rf_not_update,1,4,0.685714,0.991775
5,dataset4,2,2.000000,700,sdsa_rf_not_update,1,5,0.757143,0.943852
6,dataset4,2,2.000000,700,sdsa_rf_not_update,1,6,0.685714,0.953974
7,dataset4,2,2.000000,700,sdsa_rf_not_update,1,7,0.757143,0.939221
8,dataset4,2,2.000000,700,sdsa_rf_not_update,1,8,0.657143,0.959471
9,dataset4,2,2.000000,700,sdsa_rf_not_update,1,9,0.771429,1.034668
0,dataset4,2,2.000000,700,sdsa_rf_not_update,2,0,0.714286,0.943958
1,dataset4,2,2.000000,700,sdsa_rf_not_update,2,1,0.714286,0.934630
2,dataset4,2,2.000000,700,sdsa_rf_not_update,2,2,0.685714,0.945172
3,dataset4,2,2.000000,700,sdsa_rf_not_update,2,3,0.800000,0.939837
4,dataset4,2,2.000000,700,sdsa_rf_not_update,2,4,0.700000,0.969873
5,dataset4,2,2.000000,700,sdsa_rf_not_update,2,5,0.628571,0.997945
6,dataset4,2,2.000000,700,sdsa_rf_not_update,2,6,0.757143,0.958683
7,dataset4,2,2.000000,700,sdsa_rf_not_update,2,7,0.728571,0.946598
8,dataset4,2,2.000000,700,sdsa_rf_not_update,2,8,0.785714,0.976811
9,dataset4,2,2.000000,700,sdsa_rf_not_update,2,9,0.685714,0.964715
0,dataset4,2,2.000000,700,sdsa_rf_not_update,3,0,0.685714,0.952569
1,dataset4,2,2.000000,700,sdsa_rf_not_update,3,1,0.600000,0.945223
2,dataset4,2,2.000000,700,sdsa_rf_not_update,3,2,0.800000,0.950281
3,dataset4,2,2.000000,700,sdsa_rf_not_update,3,3,0.742857,0.954003
4,dataset4,2,2.000000,700,sdsa_rf_not_update,3,4,0.742857,0.980251
5,dataset4,2,2.000000,700,sdsa_rf_not_update,3,5,0.728571,0.949870
6,dataset4,2,2.000000,700,sdsa_rf_not_update,3,6,0.671429,0.955067
7,dataset4,2,2.000000,700,sdsa_rf_not_update,3,7,0.757143,1.026907
8,dataset4,2,2.000000,700,sdsa_rf_not_update,3,8,0.671429,0.982853
9,dataset4,2,2.000000,700,sdsa_rf_not_update,3,9,0.728571,0.951886
0,dataset4,2,2.000000,700,sdsa_rf_not_update,4,0,0.671429,1.000327
1,dataset4,2,2.000000,700,sdsa_rf_not_update,4,1,0.785714,0.971827
2,dataset4,2,2.000000,700,sdsa_rf_not_update,4,2,0.700000,0.945059
3,dataset4,2,2.000000,700,sdsa_rf_not_update,4,3,0.700000,0.950516
4,dataset4,2,2.000000,700,sdsa_rf_not_update,4,4,0.828571,0.942106
5,dataset4,2,2.000000,700,sdsa_rf_not_update,4,5,0.714286,1.014980
6,dataset4,2,2.000000,700,sdsa_rf_not_update,4,6,0.785714,0.934745
7,dataset4,2,2.000000,700,sdsa_rf_not_update,4,7,0.700000,1.026777
8,dataset4,2,2.000000,700,sdsa_rf_not_update,4,8,0.685714,0.930113
9,dataset4,2,2.000000,700,sdsa_rf_not_update,4,9,0.700000,0.916687
0,dataset4,2,2.000000,700,sdsa_rf_not_update,5,0,0.771429,1.003979
1,dataset4,2,2.000000,700,sdsa_rf_not_update,5,1,0.728571,0.895616
2,dataset4,2,2.000000,700,sdsa_rf_not_update,5,2,0.728571,0.981347
3,dataset4,2,2.000000,700,sdsa_rf_not_update,5,3,0.842857,0.929356
4,dataset4,2,2.000000,700,sdsa_rf_not_update,5,4,0.700000,0.899641
5,dataset4,2,2.000000,700,sdsa_rf_not_update,5,5,0.742857,0.969524
6,dataset4,2,2.000000,700,sdsa_rf_not_update,5,6,0.728571,0.949896
7,dataset4,2,2.000000,700,sdsa_rf_not_update,5,7,0.728571,0.990293
8,dataset4,2,2.000000,700,sdsa_rf_not_update,5,8,0.642857,0.922419
9,dataset4,2,2.000000,700,sdsa_rf_not_update,5,9,0.785714,1.030324
0,dataset4,2,2.000000,700,sdsa_rf_not_update,6,0,0.642857,0.970931
1,dataset4,2,2.000000,700,sdsa_rf_not_update,6,1,0.814286,0.985655
2,dataset4,2,2.000000,700,sdsa_rf_not_update,6,2,0.757143,0.941710
3,dataset4,2,2.000000,700,sdsa_rf_not_update,6,3,0.742857,0.984271
4,dataset4,2,2.000000,700,sdsa_rf_not_update,6,4,0.657143,0.957788
5,dataset4,2,2.000000,700,sdsa_rf_not_update,6,5,0.714286,0.993232
6,dataset4,2,2.000000,700,sdsa_rf_not_update,6,6,0.714286,0.941919
7,dataset4,2,2.000000,700,sdsa_rf_not_update,6,7,0.771429,0.969666
8,dataset4,2,2.000000,700,sdsa_rf_not_update,6,8,0.785714,0.990789
9,dataset4,2,2.000000,700,sdsa_rf_not_update,6,9,0.757143,0.909047
0,dataset4,2,2.000000,700,sdsa_rf_not_update,7,0,0.757143,0.925053
1,dataset4,2,2.000000,700,sdsa_rf_not_update,7,1,0.628571,1.015131
2,dataset4,2,2.000000,700,sdsa_rf_not_update,7,2,0.757143,0.967802
3,dataset4,2,2.000000,700,sdsa_rf_not_update,7,3,0.757143,0.953581
4,dataset4,2,2.000000,700,sdsa_rf_not_update,7,4,0.685714,0.999383
5,dataset4,2,2.000000,700,sdsa_rf_not_update,7,5,0.828571,0.989982
6,dataset4,2,2.000000,700,sdsa_rf_not_update,7,6,0.714286,1.006767
7,dataset4,2,2.000000,700,sdsa_rf_not_update,7,7,0.742857,0.951607
8,dataset4,2,2.000000,700,sdsa_rf_not_update,7,8,0.728571,0.956001
9,dataset4,2,2.000000,700,sdsa_rf_not_update,7,9,0.685714,0.925011
0,dataset4,2,2.000000,700,sdsa_rf_not_update,8,0,0.800000,0.712644
1,dataset4,2,2.000000,700,sdsa_rf_not_update,8,1,0.828571,0.648903
2,dataset4,2,2.000000,700,sdsa_rf_not_update,8,2,0.642857,0.650224
3,dataset4,2,2.000000,700,sdsa_rf_not_update,8,3,0.771429,0.649834
4,dataset4,2,2.000000,700,sdsa_rf_not_update,8,4,0.685714,0.635220
5,dataset4,2,2.000000,700,sdsa_rf_not_update,8,5,0.742857,0.609662
6,dataset4,2,2.000000,700,sdsa_rf_not_update,8,6,0.728571,0.635185
7,dataset4,2,2.000000,700,sdsa_rf_not_update,8,7,0.671429,0.614840
8,dataset4,2,2.000000,700,sdsa_rf_not_update,8,8,0.642857,0.625071
9,dataset4,2,2.000000,700,sdsa_rf_not_update,8,9,0.757143,0.616760
0,dataset4,2,2.000000,700,sdsa_rf_not_update,9,0,0.671429,0.689069
1,dataset4,2,2.000000,700,sdsa_rf_not_update,9,1,0.714286,0.657497
2,dataset4,2,2.000000,700,sdsa_rf_not_update,9,2,0.700000,0.691390
3,dataset4,2,2.000000,700,sdsa_rf_not_update,9,3,0.657143,0.643434
4,dataset4,2,2.000000,700,sdsa_rf_not_update,9,4,0.785714,0.668552
5,dataset4,2,2.000000,700,sdsa_rf_not_update,9,5,0.757143,0.654951
6,dataset4,2,2.000000,700,sdsa_rf_not_update,9,6,0.700000,0.646003
7,dataset4,2,2.000000,700,sdsa_rf_not_update,9,7,0.771429,0.654916
8,dataset4,2,2.000000,700,sdsa_rf_not_update,9,8,0.700000,0.634945
9,dataset4,2,2.000000,700,sdsa_rf_not_update,9,9,0.700000,0.625235
0,european-climates,2,16.000000,324,sdsa_rf_not_update,6,0,0.939394,0.514704
1,european-climates,2,16.000000,324,sdsa_rf_not_update,6,1,0.939394,0.336442
2,european-climates,2,16.000000,324,sdsa_rf_not_update,6,2,0.878788,0.468703
3,european-climates,2,16.000000,324,sdsa_rf_not_update,6,3,0.909091,0.433343
4,european-climates,2,16.000000,324,sdsa_rf_not_update,6,4,1.000000,0.557751
5,european-climates,2,16.000000,324,sdsa_rf_not_update,6,5,1.000000,0.342052
6,european-climates,2,16.000000,324,sdsa_rf_not_update,6,6,0.875000,0.400341
7,european-climates,2,16.000000,324,sdsa_rf_not_update,6,7,0.968750,0.502663
8,european-climates,2,16.000000,324,sdsa_rf_not_update,6,8,0.937500,0.495597
9,european-climates,2,16.000000,324,sdsa_rf_not_update,6,9,0.906250,0.375822
0,dataset2,2,2.000000,700,sdsa_rf_not_update,7,0,0.971429,0.800293
1,dataset2,2,2.000000,700,sdsa_rf_not_update,7,1,0.957143,0.777151
2,dataset2,2,2.000000,700,sdsa_rf_not_update,7,2,0.900000,0.736115
3,dataset2,2,2.000000,700,sdsa_rf_not_update,7,3,0.928571,0.775324
4,dataset2,2,2.000000,700,sdsa_rf_not_update,7,4,0.914286,0.822436
5,dataset2,2,2.000000,700,sdsa_rf_not_update,7,5,0.971429,0.805065
6,dataset2,2,2.000000,700,sdsa_rf_not_update,7,6,0.914286,0.775249
7,dataset2,2,2.000000,700,sdsa_rf_not_update,7,7,0.971429,0.787843
8,dataset2,2,2.000000,700,sdsa_rf_not_update,7,8,0.942857,0.770247
9,dataset2,2,2.000000,700,sdsa_rf_not_update,7,9,0.942857,0.790068
0,dataset3,2,3.000000,700,sdsa_rf_not_update,7,0,0.971429,0.893147
1,dataset3,2,3.000000,700,sdsa_rf_not_update,7,1,0.957143,0.833194
2,dataset3,2,3.000000,700,sdsa_rf_not_update,7,2,0.957143,0.890024
3,dataset3,2,3.000000,700,sdsa_rf_not_update,7,3,0.928571,0.949606
4,dataset3,2,3.000000,700,sdsa_rf_not_update,7,4,0.928571,0.791576
5,dataset3,2,3.000000,700,sdsa_rf_not_update,7,5,0.942857,0.839885
6,dataset3,2,3.000000,700,sdsa_rf_not_update,7,6,0.985714,1.159797
7,dataset3,2,3.000000,700,sdsa_rf_not_update,7,7,0.957143,1.336399
8,dataset3,2,3.000000,700,sdsa_rf_not_update,7,8,0.914286,0.976192
9,dataset3,2,3.000000,700,sdsa_rf_not_update,7,9,0.928571,0.784733
0,dataset1,2,2.000000,400,sdsa_rf_not_update,0,0,0.900000,0.319928
1,dataset1,2,2.000000,400,sdsa_rf_not_update,0,1,0.925000,0.235153
2,dataset1,2,2.000000,400,sdsa_rf_not_update,0,2,0.875000,0.239693
3,dataset1,2,2.000000,400,sdsa_rf_not_update,0,3,0.975000,0.284294
4,dataset1,2,2.000000,400,sdsa_rf_not_update,0,4,0.900000,0.281325
5,dataset1,2,2.000000,400,sdsa_rf_not_update,0,5,0.900000,0.238830
6,dataset1,2,2.000000,400,sdsa_rf_not_update,0,6,0.950000,0.253710
7,dataset1,2,2.000000,400,sdsa_rf_not_update,0,7,0.900000,0.280504
8,dataset1,2,2.000000,400,sdsa_rf_not_update,0,8,0.850000,0.239999
9,dataset1,2,2.000000,400,sdsa_rf_not_update,0,9,0.800000,0.250465
0,dataset4,2,2.000000,700,sdsa_rf_not_update,5,0,0.771429,1.003979
1,dataset4,2,2.000000,700,sdsa_rf_not_update,5,1,0.728571,0.895616
2,dataset4,2,2.000000,700,sdsa_rf_not_update,5,2,0.728571,0.981347
3,dataset4,2,2.000000,700,sdsa_rf_not_update,5,3,0.842857,0.929356
4,dataset4,2,2.000000,700,sdsa_rf_not_update,5,4,0.700000,0.899641
5,dataset4,2,2.000000,700,sdsa_rf_not_update,5,5,0.742857,0.969524
6,dataset4,2,2.000000,700,sdsa_rf_not_update,5,6,0.728571,0.949896
7,dataset4,2,2.000000,700,sdsa_rf_not_update,5,7,0.728571,0.990293
8,dataset4,2,2.000000,700,sdsa_rf_not_update,5,8,0.642857,0.922419
9,dataset4,2,2.000000,700,sdsa_rf_not_update,5,9,0.785714,1.030324
0,dataset1,2,2.000000,400,sdsa_rf_not_update,0,0,0.900000,0.319928
1,dataset1,2,2.000000,400,sdsa_rf_not_update,0,1,0.925000,0.235153
2,dataset1,2,2.000000,400,sdsa_rf_not_update,0,2,0.875000,0.239693
3,dataset1,2,2.000000,400,sdsa_rf_not_update,0,3,0.975000,0.284294
4,dataset1,2,2.000000,400,sdsa_rf_not_update,0,4,0.900000,0.281325
5,dataset1,2,2.000000,400,sdsa_rf_not_update,0,5,0.900000,0.238830
6,dataset1,2,2.000000,400,sdsa_rf_not_update,0,6,0.950000,0.253710
7,dataset1,2,2.000000,400,sdsa_rf_not_update,0,7,0.900000,0.280504
8,dataset1,2,2.000000,400,sdsa_rf_not_update,0,8,0.850000,0.239999
9,dataset1,2,2.000000,400,sdsa_rf_not_update,0,9,0.800000,0.250465
0,dataset1,2,2.000000,400,sdsa_rf_not_update,1,0,0.800000,0.277057
1,dataset1,2,2.000000,400,sdsa_rf_not_update,1,1,0.950000,0.230004
2,dataset1,2,2.000000,400,sdsa_rf_not_update,1,2,0.875000,0.240809
3,dataset1,2,2.000000,400,sdsa_rf_not_update,1,3,0.900000,0.254837
4,dataset1,2,2.000000,400,sdsa_rf_not_update,1,4,0.850000,0.246485
5,dataset1,2,2.000000,400,sdsa_rf_not_update,1,5,0.950000,0.270844
6,dataset1,2,2.000000,400,sdsa_rf_not_update,1,6,0.900000,0.240130
7,dataset1,2,2.000000,400,sdsa_rf_not_update,1,7,0.950000,0.272429
8,dataset1,2,2.000000,400,sdsa_rf_not_update,1,8,0.950000,0.239917
9,dataset1,2,2.000000,400,sdsa_rf_not_update,1,9,0.875000,0.288132
0,dataset1,2,2.000000,400,sdsa_rf_not_update,2,0,0.925000,0.294665
1,dataset1,2,2.000000,400,sdsa_rf_not_update,2,1,0.875000,0.264764
2,dataset1,2,2.000000,400,sdsa_rf_not_update,2,2,0.900000,0.270766
3,dataset1,2,2.000000,400,sdsa_rf_not_update,2,3,0.850000,0.256874
4,dataset1,2,2.000000,400,sdsa_rf_not_update,2,4,0.825000,0.269102
5,dataset1,2,2.000000,400,sdsa_rf_not_update,2,5,0.900000,0.240630
6,dataset1,2,2.000000,400,sdsa_rf_not_update,2,6,0.800000,0.242906
7,dataset1,2,2.000000,400,sdsa_rf_not_update,2,7,0.925000,0.289141
8,dataset1,2,2.000000,400,sdsa_rf_not_update,2,8,0.825000,0.254231
9,dataset1,2,2.000000,400,sdsa_rf_not_update,2,9,0.900000,0.258977
0,dataset1,2,2.000000,400,sdsa_rf_not_update,3,0,0.875000,0.287149
1,dataset1,2,2.000000,400,sdsa_rf_not_update,3,1,0.900000,0.264764
2,dataset1,2,2.000000,400,sdsa_rf_not_update,3,2,0.800000,0.252954
3,dataset1,2,2.000000,400,sdsa_rf_not_update,3,3,0.950000,0.232682
4,dataset1,2,2.000000,400,sdsa_rf_not_update,3,4,0.950000,0.279389
5,dataset1,2,2.000000,400,sdsa_rf_not_update,3,5,0.900000,0.229120
6,dataset1,2,2.000000,400,sdsa_rf_not_update,3,6,0.925000,0.270052
7,dataset1,2,2.000000,400,sdsa_rf_not_update,3,7,0.850000,0.292289
8,dataset1,2,2.000000,400,sdsa_rf_not_update,3,8,0.825000,0.254599
9,dataset1,2,2.000000,400,sdsa_rf_not_update,3,9,0.825000,0.255342
0,dataset1,2,2.000000,400,sdsa_rf_not_update,4,0,0.875000,0.270140
1,dataset1,2,2.000000,400,sdsa_rf_not_update,4,1,0.900000,0.273714
2,dataset1,2,2.000000,400,sdsa_rf_not_update,4,2,0.800000,0.300848
3,dataset1,2,2.000000,400,sdsa_rf_not_update,4,3,0.900000,0.249980
4,dataset1,2,2.000000,400,sdsa_rf_not_update,4,4,0.950000,0.258062
5,dataset1,2,2.000000,400,sdsa_rf_not_update,4,5,0.825000,0.248053
6,dataset1,2,2.000000,400,sdsa_rf_not_update,4,6,0.825000,0.299842
7,dataset1,2,2.000000,400,sdsa_rf_not_update,4,7,0.875000,0.263445
8,dataset1,2,2.000000,400,sdsa_rf_not_update,4,8,0.950000,0.244029
9,dataset1,2,2.000000,400,sdsa_rf_not_update,4,9,0.900000,0.257320
0,dataset1,2,2.000000,400,sdsa_rf_not_update,5,0,0.925000,0.275103
1,dataset1,2,2.000000,400,sdsa_rf_not_update,5,1,0.900000,0.246242
2,dataset1,2,2.000000,400,sdsa_rf_not_update,5,2,0.950000,0.279875
3,dataset1,2,2.000000,400,sdsa_rf_not_update,5,3,0.950000,0.285155
4,dataset1,2,2.000000,400,sdsa_rf_not_update,5,4,0.850000,0.248695
5,dataset1,2,2.000000,400,sdsa_rf_not_update,5,5,0.950000,0.232044
6,dataset1,2,2.000000,400,sdsa_rf_not_update,5,6,0.950000,0.269933
7,dataset1,2,2.000000,400,sdsa_rf_not_update,5,7,0.925000,0.248156
8,dataset1,2,2.000000,400,sdsa_rf_not_update,5,8,0.825000,0.273005
9,dataset1,2,2.000000,400,sdsa_rf_not_update,5,9,0.900000,0.255112
0,dataset1,2,2.000000,400,sdsa_rf_not_update,6,0,0.925000,0.255064
1,dataset1,2,2.000000,400,sdsa_rf_not_update,6,1,0.800000,0.242654
2,dataset1,2,2.000000,400,sdsa_rf_not_update,6,2,0.925000,0.291236
3,dataset1,2,2.000000,400,sdsa_rf_not_update,6,3,0.800000,0.239969
4,dataset1,2,2.000000,400,sdsa_rf_not_update,6,4,0.900000,0.292327
5,dataset1,2,2.000000,400,sdsa_rf_not_update,6,5,0.975000,0.251180
6,dataset1,2,2.000000,400,sdsa_rf_not_update,6,6,0.875000,0.260163
7,dataset1,2,2.000000,400,sdsa_rf_not_update,6,7,0.900000,0.255266
8,dataset1,2,2.000000,400,sdsa_rf_not_update,6,8,0.925000,0.261201
9,dataset1,2,2.000000,400,sdsa_rf_not_update,6,9,0.950000,0.239642
0,dataset1,2,2.000000,400,sdsa_rf_not_update,7,0,0.900000,0.297999
1,dataset1,2,2.000000,400,sdsa_rf_not_update,7,1,0.900000,0.230365
2,dataset1,2,2.000000,400,sdsa_rf_not_update,7,2,0.825000,0.255033
3,dataset1,2,2.000000,400,sdsa_rf_not_update,7,3,0.825000,0.270252
4,dataset1,2,2.000000,400,sdsa_rf_not_update,7,4,0.875000,0.266141
5,dataset1,2,2.000000,400,sdsa_rf_not_update,7,5,0.950000,0.237828
6,dataset1,2,2.000000,400,sdsa_rf_not_update,7,6,0.975000,0.277024
7,dataset1,2,2.000000,400,sdsa_rf_not_update,7,7,0.950000,0.230402
8,dataset1,2,2.000000,400,sdsa_rf_not_update,7,8,0.950000,0.299232
9,dataset1,2,2.000000,400,sdsa_rf_not_update,7,9,0.875000,0.218724
0,dataset1,2,2.000000,400,sdsa_rf_not_update,8,0,0.950000,0.185205
1,dataset1,2,2.000000,400,sdsa_rf_not_update,8,1,0.800000,0.152649
2,dataset1,2,2.000000,400,sdsa_rf_not_update,8,2,0.925000,0.154852
3,dataset1,2,2.000000,400,sdsa_rf_not_update,8,3,0.825000,0.140164
4,dataset1,2,2.000000,400,sdsa_rf_not_update,8,4,0.900000,0.165028
5,dataset1,2,2.000000,400,sdsa_rf_not_update,8,5,0.925000,0.160104
6,dataset1,2,2.000000,400,sdsa_rf_not_update,8,6,0.900000,0.143399
7,dataset1,2,2.000000,400,sdsa_rf_not_update,8,7,0.950000,0.144912
8,dataset1,2,2.000000,400,sdsa_rf_not_update,8,8,0.975000,0.158482
9,dataset1,2,2.000000,400,sdsa_rf_not_update,8,9,0.850000,0.194964
0,dataset1,2,2.000000,400,sdsa_rf_not_update,9,0,0.975000,0.181962
1,dataset1,2,2.000000,400,sdsa_rf_not_update,9,1,0.900000,0.140225
2,dataset1,2,2.000000,400,sdsa_rf_not_update,9,2,0.775000,0.158850
3,dataset1,2,2.000000,400,sdsa_rf_not_update,9,3,0.900000,0.140005
4,dataset1,2,2.000000,400,sdsa_rf_not_update,9,4,0.875000,0.155274
5,dataset1,2,2.000000,400,sdsa_rf_not_update,9,5,0.950000,0.159111
6,dataset1,2,2.000000,400,sdsa_rf_not_update,9,6,0.875000,0.141604
7,dataset1,2,2.000000,400,sdsa_rf_not_update,9,7,0.825000,0.143322
8,dataset1,2,2.000000,400,sdsa_rf_not_update,9,8,0.900000,0.158482
9,dataset1,2,2.000000,400,sdsa_rf_not_update,9,9,0.875000,0.178134
0,dataset1,2,2.000000,400,sdsa_rf_not_update,3,0,0.875000,0.287149
1,dataset1,2,2.000000,400,sdsa_rf_not_update,3,1,0.900000,0.264764
2,dataset1,2,2.000000,400,sdsa_rf_not_update,3,2,0.800000,0.252954
