Unnamed: 0,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
2,dataset2,2,2.000000,700,sdsa_svc_not_update,1,2,0.957143,0.024527
3,dataset2,2,2.000000,700,sdsa_svc_not_update,1,3,0.942857,0.025201
4,dataset2,2,2.000000,700,sdsa_svc_not_update,1,4,0.942857,0.027661
5,dataset2,2,2.000000,700,sdsa_svc_not_update,1,5,0.971429,0.016394
6,dataset2,2,2.000000,700,sdsa_svc_not_update,1,6,0.928571,0.025408
7,dataset2,2,2.000000,700,sdsa_svc_not_update,1,7,0.928571,0.019810
8,dataset2,2,2.000000,700,sdsa_svc_not_update,1,8,0.900000,0.019730
9,dataset2,2,2.000000,700,sdsa_svc_not_update,1,9,0.942857,0.019357
0,mushroom,2,3.000000,154,sdsa_svc_not_update,8,0,0.750000,0.008625
1,mushroom,2,3.000000,154,sdsa_svc_not_update,8,1,0.750000,0.009156
2,mushroom,2,3.000000,154,sdsa_svc_not_update,8,2,0.750000,0.007610
3,mushroom,2,3.000000,154,sdsa_svc_not_update,8,3,0.750000,0.006935
4,mushroom,2,3.000000,154,sdsa_svc_not_update,8,4,0.733333,0.007173
5,mushroom,2,3.000000,154,sdsa_svc_not_update,8,5,0.733333,0.004498
6,mushroom,2,3.000000,154,sdsa_svc_not_update,8,6,0.733333,0.010822
7,mushroom,2,3.000000,154,sdsa_svc_not_update,8,7,0.733333,0.006510
8,mushroom,2,3.000000,154,sdsa_svc_not_update,8,8,0.733333,0.007139
9,mushroom,2,3.000000,154,sdsa_svc_not_update,8,9,0.733333,0.005034
0,dataset2,2,2.000000,700,sdsa_svc_not_update,9,0,0.971429,0.031214
1,dataset2,2,2.000000,700,sdsa_svc_not_update,9,1,0.942857,0.016680
2,dataset2,2,2.000000,700,sdsa_svc_not_update,9,2,0.942857,0.025528
3,dataset2,2,2.000000,700,sdsa_svc_not_update,9,3,0.942857,0.016397
4,dataset2,2,2.000000,700,sdsa_svc_not_update,9,4,0.914286,0.031303
5,dataset2,2,2.000000,700,sdsa_svc_not_update,9,5,0.942857,0.017026
6,dataset2,2,2.000000,700,sdsa_svc_not_update,9,6,0.971429,0.019908
7,dataset2,2,2.000000,700,sdsa_svc_not_update,9,7,0.942857,0.018867
8,dataset2,2,2.000000,700,sdsa_svc_not_update,9,8,0.942857,0.017842
9,dataset2,2,2.000000,700,sdsa_svc_not_update,9,9,0.942857,0.015463
0,dataset4,2,2.000000,700,sdsa_svc_not_update,0,0,0.728571,0.042516
1,dataset4,2,2.000000,700,sdsa_svc_not_update,0,1,0.685714,0.034882
2,dataset4,2,2.000000,700,sdsa_svc_not_update,0,2,0.742857,0.036869
3,dataset4,2,2.000000,700,sdsa_svc_not_update,0,3,0.728571,0.036851
4,dataset4,2,2.000000,700,sdsa_svc_not_update,0,4,0.785714,0.037908
5,dataset4,2,2.000000,700,sdsa_svc_not_update,0,5,0.728571,0.030840
6,dataset4,2,2.000000,700,sdsa_svc_not_update,0,6,0.600000,0.029942
7,dataset4,2,2.000000,700,sdsa_svc_not_update,0,7,0.742857,0.062179
8,dataset4,2,2.000000,700,sdsa_svc_not_update,0,8,0.814286,0.038209
9,dataset4,2,2.000000,700,sdsa_svc_not_update,0,9,0.742857,0.039617
0,dataset4,2,2.000000,700,sdsa_svc_not_update,1,0,0.685714,0.075151
1,dataset4,2,2.000000,700,sdsa_svc_not_update,1,1,0.671429,0.032506
2,dataset4,2,2.000000,700,sdsa_svc_not_update,1,2,0.742857,0.035225
3,dataset4,2,2.000000,700,sdsa_svc_not_update,1,3,0.800000,0.039091
4,dataset4,2,2.000000,700,sdsa_svc_not_update,1,4,0.742857,0.034590
5,dataset4,2,2.000000,700,sdsa_svc_not_update,1,5,0.700000,0.038344
6,dataset4,2,2.000000,700,sdsa_svc_not_update,1,6,0.800000,0.029651
7,dataset4,2,2.000000,700,sdsa_svc_not_update,1,7,0.714286,0.043780
8,dataset4,2,2.000000,700,sdsa_svc_not_update,1,8,0.642857,0.045217
9,dataset4,2,2.000000,700,sdsa_svc_not_update,1,9,0.785714,0.028131
0,dataset4,2,2.000000,700,sdsa_svc_not_update,2,0,0.771429,0.052339
1,dataset4,2,2.000000,700,sdsa_svc_not_update,2,1,0.757143,0.034867
2,dataset4,2,2.000000,700,sdsa_svc_not_update,2,2,0.771429,0.049241
3,dataset4,2,2.000000,700,sdsa_svc_not_update,2,3,0.685714,0.041678
4,dataset4,2,2.000000,700,sdsa_svc_not_update,2,4,0.714286,0.035074
5,dataset4,2,2.000000,700,sdsa_svc_not_update,2,5,0.685714,0.029904
6,dataset4,2,2.000000,700,sdsa_svc_not_update,2,6,0.757143,0.033931
7,dataset4,2,2.000000,700,sdsa_svc_not_update,2,7,0.714286,0.055742
8,dataset4,2,2.000000,700,sdsa_svc_not_update,2,8,0.728571,0.036582
9,dataset4,2,2.000000,700,sdsa_svc_not_update,2,9,0.657143,0.029850
0,dataset4,2,2.000000,700,sdsa_svc_not_update,3,0,0.742857,0.034954
1,dataset4,2,2.000000,700,sdsa_svc_not_update,3,1,0.671429,0.044705
2,dataset4,2,2.000000,700,sdsa_svc_not_update,3,2,0.742857,0.050409
3,dataset4,2,2.000000,700,sdsa_svc_not_update,3,3,0.728571,0.039849
4,dataset4,2,2.000000,700,sdsa_svc_not_update,3,4,0.742857,0.030046
5,dataset4,2,2.000000,700,sdsa_svc_not_update,3,5,0.785714,0.029904
6,dataset4,2,2.000000,700,sdsa_svc_not_update,3,6,0.671429,0.032660
7,dataset4,2,2.000000,700,sdsa_svc_not_update,3,7,0.757143,0.042875
8,dataset4,2,2.000000,700,sdsa_svc_not_update,3,8,0.642857,0.036582
9,dataset4,2,2.000000,700,sdsa_svc_not_update,3,9,0.785714,0.030043
0,dataset4,2,2.000000,700,sdsa_svc_not_update,4,0,0.714286,0.039939
1,dataset4,2,2.000000,700,sdsa_svc_not_update,4,1,0.814286,0.044988
2,dataset4,2,2.000000,700,sdsa_svc_not_update,4,2,0.742857,0.035074
3,dataset4,2,2.000000,700,sdsa_svc_not_update,4,3,0.657143,0.034931
4,dataset4,2,2.000000,700,sdsa_svc_not_update,4,4,0.771429,0.035030
5,dataset4,2,2.000000,700,sdsa_svc_not_update,4,5,0.742857,0.039801
6,dataset4,2,2.000000,700,sdsa_svc_not_update,4,6,0.800000,0.038036
7,dataset4,2,2.000000,700,sdsa_svc_not_update,4,7,0.628571,0.035169
8,dataset4,2,2.000000,700,sdsa_svc_not_update,4,8,0.700000,0.035120
9,dataset4,2,2.000000,700,sdsa_svc_not_update,4,9,0.671429,0.030114
0,dataset4,2,2.000000,700,sdsa_svc_not_update,5,0,0.728571,0.034967
1,dataset4,2,2.000000,700,sdsa_svc_not_update,5,1,0.600000,0.049765
2,dataset4,2,2.000000,700,sdsa_svc_not_update,5,2,0.771429,0.038471
3,dataset4,2,2.000000,700,sdsa_svc_not_update,5,3,0.842857,0.030031
4,dataset4,2,2.000000,700,sdsa_svc_not_update,5,4,0.628571,0.029370
5,dataset4,2,2.000000,700,sdsa_svc_not_update,5,5,0.728571,0.054102
6,dataset4,2,2.000000,700,sdsa_svc_not_update,5,6,0.757143,0.041209
7,dataset4,2,2.000000,700,sdsa_svc_not_update,5,7,0.771429,0.030131
8,dataset4,2,2.000000,700,sdsa_svc_not_update,5,8,0.685714,0.027779
9,dataset4,2,2.000000,700,sdsa_svc_not_update,5,9,0.728571,0.026288
0,dataset4,2,2.000000,700,sdsa_svc_not_update,6,0,0.700000,0.048314
1,dataset4,2,2.000000,700,sdsa_svc_not_update,6,1,0.771429,0.039979
2,dataset4,2,2.000000,700,sdsa_svc_not_update,6,2,0.714286,0.034606
3,dataset4,2,2.000000,700,sdsa_svc_not_update,6,3,0.728571,0.032932
4,dataset4,2,2.000000,700,sdsa_svc_not_update,6,4,0.657143,0.040443
5,dataset4,2,2.000000,700,sdsa_svc_not_update,6,5,0.757143,0.050039
6,dataset4,2,2.000000,700,sdsa_svc_not_update,6,6,0.742857,0.034843
7,dataset4,2,2.000000,700,sdsa_svc_not_update,6,7,0.700000,0.033550
8,dataset4,2,2.000000,700,sdsa_svc_not_update,6,8,0.728571,0.028611
9,dataset4,2,2.000000,700,sdsa_svc_not_update,6,9,0.728571,0.026609
0,dataset4,2,2.000000,700,sdsa_svc_not_update,7,0,0.700000,0.043257
1,dataset4,2,2.000000,700,sdsa_svc_not_update,7,1,0.685714,0.035995
2,dataset4,2,2.000000,700,sdsa_svc_not_update,7,2,0.742857,0.033031
3,dataset4,2,2.000000,700,sdsa_svc_not_update,7,3,0.742857,0.034969
4,dataset4,2,2.000000,700,sdsa_svc_not_update,7,4,0.685714,0.054912
5,dataset4,2,2.000000,700,sdsa_svc_not_update,7,5,0.828571,0.045156
6,dataset4,2,2.000000,700,sdsa_svc_not_update,7,6,0.728571,0.037958
7,dataset4,2,2.000000,700,sdsa_svc_not_update,7,7,0.771429,0.041752
8,dataset4,2,2.000000,700,sdsa_svc_not_update,7,8,0.685714,0.030155
9,dataset4,2,2.000000,700,sdsa_svc_not_update,7,9,0.700000,0.025803
0,dataset4,2,2.000000,700,sdsa_svc_not_update,8,0,0.800000,0.050388
1,dataset4,2,2.000000,700,sdsa_svc_not_update,8,1,0.800000,0.019875
2,dataset4,2,2.000000,700,sdsa_svc_not_update,8,2,0.642857,0.026724
3,dataset4,2,2.000000,700,sdsa_svc_not_update,8,3,0.728571,0.020591
4,dataset4,2,2.000000,700,sdsa_svc_not_update,8,4,0.700000,0.017378
5,dataset4,2,2.000000,700,sdsa_svc_not_update,8,5,0.757143,0.025386
6,dataset4,2,2.000000,700,sdsa_svc_not_update,8,6,0.757143,0.017530
7,dataset4,2,2.000000,700,sdsa_svc_not_update,8,7,0.685714,0.016350
8,dataset4,2,2.000000,700,sdsa_svc_not_update,8,8,0.642857,0.019571
9,dataset4,2,2.000000,700,sdsa_svc_not_update,8,9,0.757143,0.020319
0,dataset4,2,2.000000,700,sdsa_svc_not_update,9,0,0.685714,0.035179
1,dataset4,2,2.000000,700,sdsa_svc_not_update,9,1,0.742857,0.028147
2,dataset4,2,2.000000,700,sdsa_svc_not_update,9,2,0.628571,0.026059
3,dataset4,2,2.000000,700,sdsa_svc_not_update,9,3,0.685714,0.012407
4,dataset4,2,2.000000,700,sdsa_svc_not_update,9,4,0.728571,0.009809
5,dataset4,2,2.000000,700,sdsa_svc_not_update,9,5,0.700000,0.022858
6,dataset4,2,2.000000,700,sdsa_svc_not_update,9,6,0.700000,0.016777
7,dataset4,2,2.000000,700,sdsa_svc_not_update,9,7,0.828571,0.010196
8,dataset4,2,2.000000,700,sdsa_svc_not_update,9,8,0.785714,0.009957
9,dataset4,2,2.000000,700,sdsa_svc_not_update,9,9,0.814286,0.016966
0,european-climates,2,16.000000,324,sdsa_svc_not_update,6,0,0.939394,0.038582
1,european-climates,2,16.000000,324,sdsa_svc_not_update,6,1,0.939394,0.038622
2,european-climates,2,16.000000,324,sdsa_svc_not_update,6,2,0.909091,0.042383
3,european-climates,2,16.000000,324,sdsa_svc_not_update,6,3,0.939394,0.047299
4,european-climates,2,16.000000,324,sdsa_svc_not_update,6,4,0.968750,0.041325
5,european-climates,2,16.000000,324,sdsa_svc_not_update,6,5,1.000000,0.057866
6,european-climates,2,16.000000,324,sdsa_svc_not_update,6,6,0.906250,0.033318
7,european-climates,2,16.000000,324,sdsa_svc_not_update,6,7,0.968750,0.045687
8,european-climates,2,16.000000,324,sdsa_svc_not_update,6,8,0.937500,0.027734
9,european-climates,2,16.000000,324,sdsa_svc_not_update,6,9,0.906250,0.029441
0,dataset2,2,2.000000,700,sdsa_svc_not_update,7,0,0.942857,0.024266
1,dataset2,2,2.000000,700,sdsa_svc_not_update,7,1,0.928571,0.016394
2,dataset2,2,2.000000,700,sdsa_svc_not_update,7,2,0.942857,0.025408
3,dataset2,2,2.000000,700,sdsa_svc_not_update,7,3,0.928571,0.034802
4,dataset2,2,2.000000,700,sdsa_svc_not_update,7,4,0.914286,0.027026
5,dataset2,2,2.000000,700,sdsa_svc_not_update,7,5,0.971429,0.024632
6,dataset2,2,2.000000,700,sdsa_svc_not_update,7,6,0.957143,0.033213
7,dataset2,2,2.000000,700,sdsa_svc_not_update,7,7,0.971429,0.020130
8,dataset2,2,2.000000,700,sdsa_svc_not_update,7,8,0.957143,0.022825
9,dataset2,2,2.000000,700,sdsa_svc_not_update,7,9,0.942857,0.011889
0,dataset3,2,3.000000,700,sdsa_svc_not_update,7,0,0.914286,0.024892
1,dataset3,2,3.000000,700,sdsa_svc_not_update,7,1,0.971429,0.033330
2,dataset3,2,3.000000,700,sdsa_svc_not_update,7,2,0.971429,0.023690
3,dataset3,2,3.000000,700,sdsa_svc_not_update,7,3,0.942857,0.023885
4,dataset3,2,3.000000,700,sdsa_svc_not_update,7,4,0.914286,0.028448
5,dataset3,2,3.000000,700,sdsa_svc_not_update,7,5,0.942857,0.020131
6,dataset3,2,3.000000,700,sdsa_svc_not_update,7,6,1.000000,0.025241
7,dataset3,2,3.000000,700,sdsa_svc_not_update,7,7,0.971429,0.022984
8,dataset3,2,3.000000,700,sdsa_svc_not_update,7,8,0.957143,0.034518
9,dataset3,2,3.000000,700,sdsa_svc_not_update,7,9,0.914286,0.020463
0,dataset1,2,2.000000,400,sdsa_svc_not_update,0,0,0.950000,0.003008
1,dataset1,2,2.000000,400,sdsa_svc_not_update,0,1,0.950000,0.009794
2,dataset1,2,2.000000,400,sdsa_svc_not_update,0,2,0.850000,0.003525
3,dataset1,2,2.000000,400,sdsa_svc_not_update,0,3,0.975000,0.005035
4,dataset1,2,2.000000,400,sdsa_svc_not_update,0,4,0.900000,0.010305
5,dataset1,2,2.000000,400,sdsa_svc_not_update,0,5,0.925000,0.005009
6,dataset1,2,2.000000,400,sdsa_svc_not_update,0,6,0.950000,0.014716
7,dataset1,2,2.000000,400,sdsa_svc_not_update,0,7,0.900000,0.007505
8,dataset1,2,2.000000,400,sdsa_svc_not_update,0,8,0.925000,0.007508
9,dataset1,2,2.000000,400,sdsa_svc_not_update,0,9,0.850000,0.005157
0,dataset4,2,2.000000,700,sdsa_svc_not_update,5,0,0.728571,0.034967
1,dataset4,2,2.000000,700,sdsa_svc_not_update,5,1,0.600000,0.049765
2,dataset4,2,2.000000,700,sdsa_svc_not_update,5,2,0.771429,0.038471
3,dataset4,2,2.000000,700,sdsa_svc_not_update,5,3,0.842857,0.030031
4,dataset4,2,2.000000,700,sdsa_svc_not_update,5,4,0.628571,0.029370
5,dataset4,2,2.000000,700,sdsa_svc_not_update,5,5,0.728571,0.054102
6,dataset4,2,2.000000,700,sdsa_svc_not_update,5,6,0.757143,0.041209
7,dataset4,2,2.000000,700,sdsa_svc_not_update,5,7,0.771429,0.030131
8,dataset4,2,2.000000,700,sdsa_svc_not_update,5,8,0.685714,0.027779
9,dataset4,2,2.000000,700,sdsa_svc_not_update,5,9,0.728571,0.026288
0,dataset1,2,2.000000,400,sdsa_svc_not_update,0,0,0.950000,0.003008
1,dataset1,2,2.000000,400,sdsa_svc_not_update,0,1,0.950000,0.009794
2,dataset1,2,2.000000,400,sdsa_svc_not_update,0,2,0.850000,0.003525
3,dataset1,2,2.000000,400,sdsa_svc_not_update,0,3,0.975000,0.005035
4,dataset1,2,2.000000,400,sdsa_svc_not_update,0,4,0.900000,0.010305
5,dataset1,2,2.000000,400,sdsa_svc_not_update,0,5,0.925000,0.005009
6,dataset1,2,2.000000,400,sdsa_svc_not_update,0,6,0.950000,0.014716
7,dataset1,2,2.000000,400,sdsa_svc_not_update,0,7,0.900000,0.007505
8,dataset1,2,2.000000,400,sdsa_svc_not_update,0,8,0.925000,0.007508
9,dataset1,2,2.000000,400,sdsa_svc_not_update,0,9,0.850000,0.005157
0,dataset1,2,2.000000,400,sdsa_svc_not_update,1,0,0.900000,0.009033
1,dataset1,2,2.000000,400,sdsa_svc_not_update,1,1,0.950000,0.007508
2,dataset1,2,2.000000,400,sdsa_svc_not_update,1,2,0.925000,0.008353
3,dataset1,2,2.000000,400,sdsa_svc_not_update,1,3,0.875000,0.005034
4,dataset1,2,2.000000,400,sdsa_svc_not_update,1,4,0.900000,0.005622
5,dataset1,2,2.000000,400,sdsa_svc_not_update,1,5,0.975000,0.005022
6,dataset1,2,2.000000,400,sdsa_svc_not_update,1,6,0.975000,0.007543
7,dataset1,2,2.000000,400,sdsa_svc_not_update,1,7,0.850000,0.007508
8,dataset1,2,2.000000,400,sdsa_svc_not_update,1,8,0.950000,0.010254
9,dataset1,2,2.000000,400,sdsa_svc_not_update,1,9,0.850000,0.005010
0,dataset1,2,2.000000,400,sdsa_svc_not_update,2,0,0.925000,0.005680
1,dataset1,2,2.000000,400,sdsa_svc_not_update,2,1,0.975000,0.005025
2,dataset1,2,2.000000,400,sdsa_svc_not_update,2,2,0.925000,0.007505
3,dataset1,2,2.000000,400,sdsa_svc_not_update,2,3,0.875000,0.007508
4,dataset1,2,2.000000,400,sdsa_svc_not_update,2,4,0.925000,0.010187
5,dataset1,2,2.000000,400,sdsa_svc_not_update,2,5,0.950000,0.010637
6,dataset1,2,2.000000,400,sdsa_svc_not_update,2,6,0.875000,0.005022
7,dataset1,2,2.000000,400,sdsa_svc_not_update,2,7,0.950000,0.007543
8,dataset1,2,2.000000,400,sdsa_svc_not_update,2,8,0.825000,0.005020
9,dataset1,2,2.000000,400,sdsa_svc_not_update,2,9,0.950000,0.007744
0,dataset1,2,2.000000,400,sdsa_svc_not_update,3,0,0.875000,0.005025
1,dataset1,2,2.000000,400,sdsa_svc_not_update,3,1,0.950000,0.006710
2,dataset1,2,2.000000,400,sdsa_svc_not_update,3,2,0.850000,0.007508
3,dataset1,2,2.000000,400,sdsa_svc_not_update,3,3,0.950000,0.008353
4,dataset1,2,2.000000,400,sdsa_svc_not_update,3,4,0.950000,0.005015
5,dataset1,2,2.000000,400,sdsa_svc_not_update,3,5,0.875000,0.003098
6,dataset1,2,2.000000,400,sdsa_svc_not_update,3,6,1.000000,0.005022
7,dataset1,2,2.000000,400,sdsa_svc_not_update,3,7,0.925000,0.007543
8,dataset1,2,2.000000,400,sdsa_svc_not_update,3,8,0.900000,0.007508
9,dataset1,2,2.000000,400,sdsa_svc_not_update,3,9,0.875000,0.005020
0,dataset1,2,2.000000,400,sdsa_svc_not_update,4,0,0.900000,0.007539
1,dataset1,2,2.000000,400,sdsa_svc_not_update,4,1,0.825000,0.004831
2,dataset1,2,2.000000,400,sdsa_svc_not_update,4,2,0.850000,0.005022
3,dataset1,2,2.000000,400,sdsa_svc_not_update,4,3,0.900000,0.002534
4,dataset1,2,2.000000,400,sdsa_svc_not_update,4,4,0.950000,0.005020
5,dataset1,2,2.000000,400,sdsa_svc_not_update,4,5,0.875000,0.005616
6,dataset1,2,2.000000,400,sdsa_svc_not_update,4,6,0.900000,0.005021
7,dataset1,2,2.000000,400,sdsa_svc_not_update,4,7,0.950000,0.007719
8,dataset1,2,2.000000,400,sdsa_svc_not_update,4,8,0.950000,0.007508
9,dataset1,2,2.000000,400,sdsa_svc_not_update,4,9,0.975000,0.005028
0,dataset1,2,2.000000,400,sdsa_svc_not_update,5,0,0.925000,0.009030
1,dataset1,2,2.000000,400,sdsa_svc_not_update,5,1,0.875000,0.006795
2,dataset1,2,2.000000,400,sdsa_svc_not_update,5,2,0.950000,0.007508
3,dataset1,2,2.000000,400,sdsa_svc_not_update,5,3,0.900000,0.005234
4,dataset1,2,2.000000,400,sdsa_svc_not_update,5,4,0.950000,0.000000
5,dataset1,2,2.000000,400,sdsa_svc_not_update,5,5,0.950000,0.005616
6,dataset1,2,2.000000,400,sdsa_svc_not_update,5,6,0.925000,0.005021
7,dataset1,2,2.000000,400,sdsa_svc_not_update,5,7,0.950000,0.006814
8,dataset1,2,2.000000,400,sdsa_svc_not_update,5,8,0.900000,0.000000
9,dataset1,2,2.000000,400,sdsa_svc_not_update,5,9,0.925000,0.005028
0,dataset1,2,2.000000,400,sdsa_svc_not_update,6,0,0.925000,0.007543
1,dataset1,2,2.000000,400,sdsa_svc_not_update,6,1,0.800000,0.007508
2,dataset1,2,2.000000,400,sdsa_svc_not_update,6,2,0.975000,0.007533
3,dataset1,2,2.000000,400,sdsa_svc_not_update,6,3,0.825000,0.005023
4,dataset1,2,2.000000,400,sdsa_svc_not_update,6,4,0.925000,0.004796
5,dataset1,2,2.000000,400,sdsa_svc_not_update,6,5,0.950000,0.004010
6,dataset1,2,2.000000,400,sdsa_svc_not_update,6,6,0.850000,0.006030
7,dataset1,2,2.000000,400,sdsa_svc_not_update,6,7,0.925000,0.000000
8,dataset1,2,2.000000,400,sdsa_svc_not_update,6,8,0.925000,0.005028
9,dataset1,2,2.000000,400,sdsa_svc_not_update,6,9,0.950000,0.004847
0,dataset1,2,2.000000,400,sdsa_svc_not_update,7,0,0.950000,0.005234
1,dataset1,2,2.000000,400,sdsa_svc_not_update,7,1,0.875000,0.005023
2,dataset1,2,2.000000,400,sdsa_svc_not_update,7,2,0.875000,0.004010
3,dataset1,2,2.000000,400,sdsa_svc_not_update,7,3,0.875000,0.000000
4,dataset1,2,2.000000,400,sdsa_svc_not_update,7,4,0.925000,0.000000
5,dataset1,2,2.000000,400,sdsa_svc_not_update,7,5,0.900000,0.005028
6,dataset1,2,2.000000,400,sdsa_svc_not_update,7,6,1.000000,0.007371
7,dataset1,2,2.000000,400,sdsa_svc_not_update,7,7,0.925000,0.005030
8,dataset1,2,2.000000,400,sdsa_svc_not_update,7,8,0.925000,0.004989
9,dataset1,2,2.000000,400,sdsa_svc_not_update,7,9,0.925000,0.004511
0,dataset1,2,2.000000,400,sdsa_svc_not_update,8,0,0.950000,0.005616
1,dataset1,2,2.000000,400,sdsa_svc_not_update,8,1,0.900000,0.004010
2,dataset1,2,2.000000,400,sdsa_svc_not_update,8,2,0.950000,0.005009
3,dataset1,2,2.000000,400,sdsa_svc_not_update,8,3,0.800000,0.007508
4,dataset1,2,2.000000,400,sdsa_svc_not_update,8,4,0.950000,0.005028
5,dataset1,2,2.000000,400,sdsa_svc_not_update,8,5,0.950000,0.005035
6,dataset1,2,2.000000,400,sdsa_svc_not_update,8,6,0.925000,0.005030
7,dataset1,2,2.000000,400,sdsa_svc_not_update,8,7,0.950000,0.002642
8,dataset1,2,2.000000,400,sdsa_svc_not_update,8,8,0.850000,0.000000
9,dataset1,2,2.000000,400,sdsa_svc_not_update,8,9,0.900000,0.000000
0,dataset1,2,2.000000,400,sdsa_svc_not_update,9,0,0.975000,0.005021
1,dataset1,2,2.000000,400,sdsa_svc_not_update,9,1,0.900000,0.006814
2,dataset1,2,2.000000,400,sdsa_svc_not_update,9,2,0.900000,0.000000
3,dataset1,2,2.000000,400,sdsa_svc_not_update,9,3,0.825000,0.005028
4,dataset1,2,2.000000,400,sdsa_svc_not_update,9,4,0.925000,0.005030
5,dataset1,2,2.000000,400,sdsa_svc_not_update,9,5,0.950000,0.005668
6,dataset1,2,2.000000,400,sdsa_svc_not_update,9,6,0.825000,0.004511
7,dataset1,2,2.000000,400,sdsa_svc_not_update,9,7,0.850000,0.000000
8,dataset1,2,2.000000,400,sdsa_svc_not_update,9,8,0.975000,0.009834
9,dataset1,2,2.000000,400,sdsa_svc_not_update,9,9,0.875000,0.000592
0,dataset1,2,2.000000,400,sdsa_svc_not_update,3,0,0.875000,0.005025
1,dataset1,2,2.000000,400,sdsa_svc_not_update,3,1,0.950000,0.006710
2,dataset1,2,2.000000,400,sdsa_svc_not_update,3,2,0.850000,0.007508
3,dataset1,2,2.000000,400,sdsa_svc_not_update,3,3,0.950000,0.008353
4,dataset1,2,2.000000,400,sdsa_svc_not_update,3,4,0.950000,0.005015
5,dataset1,2,2.000000,400,sdsa_svc_not_update,3,5,0.875000,0.003098
6,dataset1,2,2.000000,400,sdsa_svc_not_update,3,6,1.000000,0.005022
7,dataset1,2,2.000000,400,sdsa_svc_not_update,3,7,0.925000,0.007543
8,dataset1,2,2.000000,400,sdsa_svc_not_update,3,8,0.900000,0.007508
9,dataset1,2,2.000000,400,sdsa_svc_not_update,3,9,0.875000,0.005020
0,climates,10,16.000000,1415,sdsa_svc_not_update,6,0,0.690141,0.655316
1,climates,10,16.000000,1415,sdsa_svc_not_update,6,1,0.683099,0.546324
2,climates,10,16.000000,1415,sdsa_svc_not_update,6,2,0.654930,0.660894
3,climates,10,16.000000,1415,sdsa_svc_not_update,6,3,0.619718,0.758269
4,climates,10,16.000000,1415,sdsa_svc_not_update,6,4,0.683099,0.567069
5,climates,10,16.000000,1415,sdsa_svc_not_update,6,5,0.595745,0.762971
6,climates,10,16.000000,1415,sdsa_svc_not_update,6,6,0.687943,0.752496
7,climates,10,16.000000,1415,sdsa_svc_not_update,6,7,0.624113,0.799280
8,climates,10,16.000000,1415,sdsa_svc_not_update,6,8,0.666667,0.635433
9,climates,10,16.000000,1415,sdsa_svc_not_update,6,9,0.624113,0.728019
0,dataset3,2,3.000000,700,sdsa_svc_not_update,0,0,0.942857,0.025036
1,dataset3,2,3.000000,700,sdsa_svc_not_update,0,1,0.928571,0.030063
2,dataset3,2,3.000000,700,sdsa_svc_not_update,0,2,0.914286,0.026219
3,dataset3,2,3.000000,700,sdsa_svc_not_update,0,3,0.971429,0.030713
4,dataset3,2,3.000000,700,sdsa_svc_not_update,0,4,0.914286,0.024802
5,dataset3,2,3.000000,700,sdsa_svc_not_update,0,5,0.957143,0.031086
6,dataset3,2,3.000000,700,sdsa_svc_not_update,0,6,0.942857,0.026569
7,dataset3,2,3.000000,700,sdsa_svc_not_update,0,7,0.928571,0.021510
8,dataset3,2,3.000000,700,sdsa_svc_not_update,0,8,0.985714,0.023439
9,dataset3,2,3.000000,700,sdsa_svc_not_update,0,9,0.942857,0.020131
0,dataset3,2,3.000000,700,sdsa_svc_not_update,1,0,0.928571,0.026313
1,dataset3,2,3.000000,700,sdsa_svc_not_update,1,1,0.885714,0.030088
2,dataset3,2,3.000000,700,sdsa_svc_not_update,1,2,0.971429,0.029165
3,dataset3,2,3.000000,700,sdsa_svc_not_update,1,3,0.985714,0.023090
4,dataset3,2,3.000000,700,sdsa_svc_not_update,1,4,0.971429,0.028445
5,dataset3,2,3.000000,700,sdsa_svc_not_update,1,5,0.971429,0.043412
6,dataset3,2,3.000000,700,sdsa_svc_not_update,1,6,0.971429,0.024688
7,dataset3,2,3.000000,700,sdsa_svc_not_update,1,7,0.942857,0.025900
8,dataset3,2,3.000000,700,sdsa_svc_not_update,1,8,0.942857,0.024872
9,dataset3,2,3.000000,700,sdsa_svc_not_update,1,9,0.914286,0.029993
0,dataset3,2,3.000000,700,sdsa_svc_not_update,2,0,0.942857,0.032279
1,dataset3,2,3.000000,700,sdsa_svc_not_update,2,1,0.957143,0.026357
2,dataset3,2,3.000000,700,sdsa_svc_not_update,2,2,0.914286,0.026220
3,dataset3,2,3.000000,700,sdsa_svc_not_update,2,3,0.942857,0.028412
4,dataset3,2,3.000000,700,sdsa_svc_not_update,2,4,0.900000,0.026719
5,dataset3,2,3.000000,700,sdsa_svc_not_update,2,5,0.928571,0.018178
6,dataset3,2,3.000000,700,sdsa_svc_not_update,2,6,0.928571,0.021239
7,dataset3,2,3.000000,700,sdsa_svc_not_update,2,7,0.957143,0.021224
8,dataset3,2,3.000000,700,sdsa_svc_not_update,2,8,0.942857,0.047300
9,dataset3,2,3.000000,700,sdsa_svc_not_update,2,9,0.985714,0.018892
0,dataset3,2,3.000000,700,sdsa_svc_not_update,3,0,0.957143,0.028440
1,dataset3,2,3.000000,700,sdsa_svc_not_update,3,1,0.885714,0.019778
2,dataset3,2,3.000000,700,sdsa_svc_not_update,3,2,0.957143,0.026331
3,dataset3,2,3.000000,700,sdsa_svc_not_update,3,3,0.957143,0.027277
