,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
0,european_climates,2,32,324,ivabc,6,0,0.9393939393939394,195.7014877796173
1,european_climates,2,32,324,ivabc,6,1,0.9090909090909091,84.01379442214966
2,european_climates,2,32,324,ivabc,6,2,0.9393939393939394,127.2493577003479
3,european_climates,2,32,324,ivabc,6,3,1.0,123.26317501068115
4,european_climates,2,32,324,ivabc,6,4,0.8787878787878788,39.56872916221619
5,european_climates,2,32,324,ivabc,6,5,1.0,37.04659867286682
6,european_climates,2,32,324,ivabc,6,6,0.96875,45.43334603309631
7,european_climates,2,32,324,ivabc,6,7,0.90625,90.21168613433838
8,european_climates,2,32,324,ivabc,6,8,0.967741935483871,58.26746678352356
9,european_climates,2,32,324,ivabc,6,9,0.967741935483871,71.9004294872284
