,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
0,european_climates,2,32,324,ivabc,9,0,0.9090909090909091,102.89538431167603
1,european_climates,2,32,324,ivabc,9,1,1.0,76.14918446540833
2,european_climates,2,32,324,ivabc,9,2,0.9696969696969697,62.551666498184204
3,european_climates,2,32,324,ivabc,9,3,0.9696969696969697,51.85273194313049
4,european_climates,2,32,324,ivabc,9,4,0.9696969696969697,57.08669090270996
5,european_climates,2,32,324,ivabc,9,5,0.9393939393939394,72.40724420547485
6,european_climates,2,32,324,ivabc,9,6,0.875,69.10885739326477
7,european_climates,2,32,324,ivabc,9,7,0.96875,52.0546088218689
8,european_climates,2,32,324,ivabc,9,8,0.9354838709677419,48.06859016418457
9,european_climates,2,32,324,ivabc,9,9,0.967741935483871,41.627959966659546
