,dataset,n_classes,n_features,n_samples,classifier,mc,test_fold,acc,exec_time
0,european_climates,2,32,324,wflvq,8,0,0.9090909090909091,32.1845498085022
1,european_climates,2,32,324,wflvq,8,1,0.9090909090909091,17.412768125534058
2,european_climates,2,32,324,wflvq,8,2,0.9393939393939394,23.575393199920654
3,european_climates,2,32,324,wflvq,8,3,0.9696969696969697,46.168758392333984
4,european_climates,2,32,324,wflvq,8,4,0.9393939393939394,38.52649688720703
5,european_climates,2,32,324,wflvq,8,5,0.9696969696969697,96.4388735294342
6,european_climates,2,32,324,wflvq,8,6,0.96875,26.29245376586914
7,european_climates,2,32,324,wflvq,8,7,0.84375,12.211060523986816
8,european_climates,2,32,324,wflvq,8,8,0.9032258064516129,31.58844804763794
9,european_climates,2,32,324,wflvq,8,9,0.9032258064516129,30.7082679271698
